Age,Proxy,Climate_proxy,Record,Transition_start,Transition_end,Period,tsid
87766,-459.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87695,-461.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87624,-456.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87554,-460.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87482,-463.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87410,-458.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87342,-454.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87274,-457.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87203,-460.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87132,-460.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87060,-460.4,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86989,-459.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86919,-458.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86848,-458.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86777,-460.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86707,-457.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86635,-463.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86562,-460.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86492,-457.4,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86423,-456.6,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86355,-455.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86286,-456.5,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86218,-455.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86150,-454.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86083,-454.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86016,-454.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85949,-455.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85881,-455.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85814,-454.5,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85746,-455.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85680,-452.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85615,-450.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85551,-448.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85489,-448.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85425,-450.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85361,-450.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85296,-453.6,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85229,-453.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85164,-451.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85100,-449.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85036,-450.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84971,-451.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84905,-454.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84838,-455.4,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84770,-455.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84703,-452.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84638,-450.5,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84576,-444.4,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84515,-449.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84448,-457.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84378,-458.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84308,-458.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84238,-458.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84168,-458.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84097,-460.5,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84025,-462.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83952,-460.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83881,-456.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83814,-454.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83747,-454.4,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83679,-457.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83608,-461.4,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83538,-454.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83470,-456.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83401,-457.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83331,-458.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83261,-458.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83190,-458.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83121,-456.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83055,-450.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82990,-453.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82925,-449.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82860,-453.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82792,-458.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82721,-461.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82647,-463.9,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82573,-462.6,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82500,-461.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
