Age,state,smoothing,residuals,variance,ac1,standard_deviation,Record,Period,tsid
851,16,37,-21,166.86412429378538,0.45218652374110097,12.917589724626858,construction_activity_PI,PI,1
852,46,37,9,167.57175141242945,0.42058127894790515,12.94495080764811,construction_activity_PI,PI,1
853,26,37,-11,169.60310734463283,0.4058369851445706,13.023175777997963,construction_activity_PI,PI,1
854,43,37,6,169.52853107344637,0.3924898685845848,13.020312249460316,construction_activity_PI,PI,1
855,33,37,-4,167.66779661016955,0.382242877471193,12.948660031453816,construction_activity_PI,PI,1
856,42,37,5,166.47344632768366,0.3711193753868585,12.902458925634434,construction_activity_PI,PI,1
857,43,37,6,163.21920903954808,0.37092505853181984,12.77572733896384,construction_activity_PI,PI,1
858,69,37,32,178.92966101694918,0.3770748165583394,13.376459210753389,construction_activity_PI,PI,1
859,42,37,5,176.48135593220346,0.3747809573830738,13.28462855830766,construction_activity_PI,PI,1
860,35,37,-2,176.64293785310738,0.3736754293168125,13.29070870394455,construction_activity_PI,PI,1
861,43,37,6,176.8881355932204,0.37090017868825237,13.299929909334876,construction_activity_PI,PI,1
862,40,37,3,176.5703389830509,0.36883128483581495,13.287977234442076,construction_activity_PI,PI,1
863,35,36,-1,173.43361581920908,0.3538752640186775,13.169419722190082,construction_activity_PI,PI,1
864,35,36,-1,168.55480225988708,0.3433973609991538,12.982865718318397,construction_activity_PI,PI,1
865,60,36,24,175.88107344632775,0.3272597909677555,13.262016190848499,construction_activity_PI,PI,1
866,58,36,22,182.86864406779668,0.3581098855472649,13.522893331968447,construction_activity_PI,PI,1
867,17,36,-19,189.6847457627119,0.3061327372709526,13.772608531527784,construction_activity_PI,PI,1
868,14,36,-22,198.38983050847463,0.33821242009921654,14.085092492009935,construction_activity_PI,PI,1
869,24,36,-12,197.47344632768366,0.35311250579918657,14.052524553534274,construction_activity_PI,PI,1
870,18,36,-18,203.11412429378535,0.36472223259706904,14.251811263617876,construction_activity_PI,PI,1
871,42,36,6,202.72853107344636,0.3467458973115711,14.238276969965375,construction_activity_PI,PI,1
873,41,22,19,,,,construction_activity_PII,PII,2
874,29,22,7,,,,construction_activity_PII,PII,2
875,37,22,15,,,,construction_activity_PII,PII,2
876,32,22,10,,,,construction_activity_PII,PII,2
877,28,21,7,,,,construction_activity_PII,PII,2
878,12,21,-9,,,,construction_activity_PII,PII,2
879,9,21,-12,,,,construction_activity_PII,PII,2
880,9,21,-12,,,,construction_activity_PII,PII,2
881,33,21,12,,,,construction_activity_PII,PII,2
882,18,20,-2,,,,construction_activity_PII,PII,2
883,13,20,-7,,,,construction_activity_PII,PII,2
884,9,20,-11,,,,construction_activity_PII,PII,2
885,20,19,1,,,,construction_activity_PII,PII,2
886,20,19,1,,,,construction_activity_PII,PII,2
887,13,19,-6,,,,construction_activity_PII,PII,2
888,11,18,-7,,,,construction_activity_PII,PII,2
889,18,18,0,,,,construction_activity_PII,PII,2
890,25,18,7,,,,construction_activity_PII,PII,2
891,29,17,12,,,,construction_activity_PII,PII,2
892,20,17,3,,,,construction_activity_PII,PII,2
893,31,17,14,,,,construction_activity_PII,PII,2
894,9,16,-7,,,,construction_activity_PII,PII,2
895,11,16,-5,,,,construction_activity_PII,PII,2
896,9,16,-7,,,,construction_activity_PII,PII,2
897,27,15,12,,,,construction_activity_PII,PII,2
898,35,15,20,,,,construction_activity_PII,PII,2
899,30,15,15,,,,construction_activity_PII,PII,2
900,7,14,-7,,,,construction_activity_PII,PII,2
901,5,14,-9,,,,construction_activity_PII,PII,2
902,8,14,-6,,,,construction_activity_PII,PII,2
903,5,14,-9,,,,construction_activity_PII,PII,2
904,6,13,-7,,,,construction_activity_PII,PII,2
905,17,13,4,,,,construction_activity_PII,PII,2
906,6,13,-7,,,,construction_activity_PII,PII,2
907,4,13,-9,,,,construction_activity_PII,PII,2
908,7,13,-6,,,,construction_activity_PII,PII,2
909,12,13,-1,,,,construction_activity_PII,PII,2
910,11,13,-2,,,,construction_activity_PII,PII,2
911,15,13,2,,,,construction_activity_PII,PII,2
912,5,13,-8,,,,construction_activity_PII,PII,2
913,7,13,-6,,,,construction_activity_PII,PII,2
914,10,13,-3,,,,construction_activity_PII,PII,2
915,12,13,-1,,,,construction_activity_PII,PII,2
916,13,13,0,,,,construction_activity_PII,PII,2
917,16,13,3,,,,construction_activity_PII,PII,2
918,15,13,2,,,,construction_activity_PII,PII,2
919,52,13,39,,,,construction_activity_PII,PII,2
920,8,13,-5,,,,construction_activity_PII,PII,2
921,8,13,-5,,,,construction_activity_PII,PII,2
922,2,13,-11,,,,construction_activity_PII,PII,2
923,8,14,-6,,,,construction_activity_PII,PII,2
924,5,14,-9,,,,construction_activity_PII,PII,2
925,18,14,4,,,,construction_activity_PII,PII,2
926,14,14,0,,,,construction_activity_PII,PII,2
927,12,14,-2,,,,construction_activity_PII,PII,2
928,32,15,17,,,,construction_activity_PII,PII,2
929,8,15,-7,,,,construction_activity_PII,PII,2
930,7,15,-8,,,,construction_activity_PII,PII,2
931,11,15,-4,,,,construction_activity_PII,PII,2
932,24,15,9,98.02711864406778,0.24904207417382304,9.90086454023424,construction_activity_PII,PII,2
933,21,16,5,92.37175141242936,0.23946043730721428,9.611022391630838,construction_activity_PII,PII,2
934,20,16,4,91.80649717514123,0.22847702874330356,9.581570705011847,construction_activity_PII,PII,2
935,19,16,3,88.07090395480225,0.2073016472553319,9.384609952193125,construction_activity_PII,PII,2
936,16,16,0,86.25169491525423,0.19532674065935363,9.2871790612249,construction_activity_PII,PII,2
937,9,16,-7,85.9827683615819,0.20898029313182415,9.272689381273477,construction_activity_PII,PII,2
938,17,17,0,84.79548022598868,0.19210943643251613,9.208446135260209,construction_activity_PII,PII,2
939,7,17,-10,84.08474576271185,0.16685824644971664,9.169773484809308,construction_activity_PII,PII,2
940,12,17,-5,82.17259887005649,0.20978002689282815,9.064910306784975,construction_activity_PII,PII,2
941,17,17,0,79.53531073446325,0.21601780750723343,8.918257157901607,construction_activity_PII,PII,2
942,23,17,6,80.21779661016947,0.2148910586101848,8.956438835283222,construction_activity_PII,PII,2
943,19,18,1,79.50819209039545,0.20409029820225397,8.916736627847401,construction_activity_PII,PII,2
944,11,18,-7,78.32627118644065,0.20660914177504927,8.850213058816191,construction_activity_PII,PII,2
945,18,18,0,78.30056497175137,0.20489589817580586,8.848760646087754,construction_activity_PII,PII,2
946,24,18,6,78.93192090395476,0.2068158716420069,8.884363843514896,construction_activity_PII,PII,2
947,40,18,22,86.47768361581916,0.2171588830183438,9.29933780523211,construction_activity_PII,PII,2
948,22,18,4,85.77853107344629,0.22230026247984944,9.261669993767123,construction_activity_PII,PII,2
949,52,19,33,103.40649717514118,0.22407645079530011,10.1688985232001,construction_activity_PII,PII,2
950,20,19,1,102.78954802259882,0.19604873682944784,10.138518038776615,construction_activity_PII,PII,2
951,8,19,-11,102.96497175141238,0.19118784912085143,10.14716570040188,construction_activity_PII,PII,2
952,17,19,-2,102.96355932203386,0.19114357824085992,10.147096102926879,construction_activity_PII,PII,2
953,10,19,-9,101.21581920903951,0.21383217625747142,10.060607298222086,construction_activity_PII,PII,2
954,6,19,-13,103.25310734463272,0.22465186090161532,10.161353617733846,construction_activity_PII,PII,2
955,12,19,-7,103.65649717514118,0.2312317010482086,10.181183485977511,construction_activity_PII,PII,2
956,19,19,0,102.82796610169486,0.2481661464159387,10.140412521278158,construction_activity_PII,PII,2
957,14,19,-5,100.75819209039543,0.21703804750400948,10.037838018736675,construction_activity_PII,PII,2
958,18,19,-1,93.70480225988693,0.17084629035885535,9.680124082876569,construction_activity_PII,PII,2
959,25,19,6,90.30056497175134,0.19294225828470488,9.502660941638997,construction_activity_PII,PII,2
960,29,20,9,91.16836158192083,0.1944902108584741,9.54821248097888,construction_activity_PII,PII,2
961,12,20,-8,90.89576271186434,0.17096753813570523,9.533926930277174,construction_activity_PII,PII,2
962,16,20,-4,90.58615819209031,0.16758882893623983,9.517676091992746,construction_activity_PII,PII,2
963,30,20,10,91.07457627118636,0.14937396085231716,9.54330007236419,construction_activity_PII,PII,2
964,30,20,10,91.91497175141234,0.17122815532436,9.587229618164589,construction_activity_PII,PII,2
965,11,20,-9,93.0497175141242,0.15788195599620358,9.646228149599418,construction_activity_PII,PII,2
966,31,20,11,94.19887005649709,0.12700669449426882,9.705610236172534,construction_activity_PII,PII,2
967,28,20,8,93.67542372881347,0.13008934046074824,9.678606497260516,construction_activity_PII,PII,2
968,17,20,-3,93.15932203389822,0.12290090998326438,9.651907688840494,construction_activity_PII,PII,2
969,19,20,-1,93.15932203389822,0.12312659877696627,9.651907688840494,construction_activity_PII,PII,2
970,19,20,-1,93.08785310734456,0.12431190845600842,9.648204657206675,construction_activity_PII,PII,2
971,15,21,-6,93.77937853107338,0.12877650944359617,9.683975347504422,construction_activity_PII,PII,2
972,17,21,-4,92.89576271186434,0.12453753762207874,9.63824479414506,construction_activity_PII,PII,2
973,27,21,6,92.6313559322033,0.11558815045166007,9.62451847793973,construction_activity_PII,PII,2
974,28,21,7,93.02683615819201,0.11968836755309825,9.645042050618132,construction_activity_PII,PII,2
975,16,21,-5,93.5533898305084,0.11207006032773718,9.672300131329072,construction_activity_PII,PII,2
976,14,21,-7,94.5717514124293,0.11981290595985679,9.724800841787419,construction_activity_PII,PII,2
977,37,21,16,98.38728813559314,0.09560180983860696,9.919036653606696,construction_activity_PII,PII,2
978,20,22,-2,98.51158192090388,0.09150242365366401,9.925300092234183,construction_activity_PII,PII,2
979,19,22,-3,73.64378531073437,0.15468757879551162,8.581595732189578,construction_activity_PII,PII,2
980,9,22,-13,76.11610169491517,0.15597400293520236,8.724454234788281,construction_activity_PII,PII,2
981,7,22,-15,79.49463276836148,0.18296531507020564,8.915976265578632,construction_activity_PII,PII,2
982,13,23,-10,79.14237288135584,0.19796806958565832,8.896199912398318,construction_activity_PII,PII,2
983,21,23,-2,78.60903954802251,0.19086295472993295,8.8661738956566,construction_activity_PII,PII,2
984,17,23,-6,77.84717514124284,0.20264022482342925,8.823104620327408,construction_activity_PII,PII,2
985,23,23,0,77.57372881355924,0.2020708503373649,8.807594950584367,construction_activity_PII,PII,2
986,35,24,11,79.60903954802252,0.19971195365250957,8.922389789065624,construction_activity_PII,PII,2
987,35,24,11,81.4855932203389,0.23421443558946983,9.026937089641143,construction_activity_PII,PII,2
988,46,24,22,84.72429378531065,0.30420735471770666,9.20458004394066,construction_activity_PII,PII,2
989,45,25,20,90.07090395480219,0.35210935861165804,9.490569211317212,construction_activity_PII,PII,2
990,23,25,-2,88.86412429378524,0.32298530012085347,9.426776983348297,construction_activity_PII,PII,2
991,16,25,-9,90.12542372881349,0.33605072907204503,9.493441089974356,construction_activity_PII,PII,2
992,25,26,-1,89.04632768361574,0.332113869230142,9.436436174934673,construction_activity_PII,PII,2
993,19,26,-7,89.71073446327676,0.33083282934620034,9.47157507826849,construction_activity_PII,PII,2
994,15,26,-11,91.69802259886998,0.34005579497095945,9.575908447707192,construction_activity_PII,PII,2
995,15,27,-12,94.06666666666659,0.3569381301131242,9.69879717628256,construction_activity_PII,PII,2
996,39,27,12,96.4531073446327,0.3236380750796522,9.821054288854771,construction_activity_PII,PII,2
997,24,28,-4,95.8675141242937,0.3111403468198883,9.791195745377257,construction_activity_PII,PII,2
998,30,28,2,95.91497175141235,0.31172392828545475,9.793618930273546,construction_activity_PII,PII,2
999,19,28,-9,95.58192090395474,0.3001008694646561,9.776600682443501,construction_activity_PII,PII,2
1000,29,29,0,95.09463276836152,0.2988030717733994,9.75164769504936,construction_activity_PII,PII,2
1001,18,29,-11,97.26666666666661,0.29759098185716093,9.862386459000003,construction_activity_PII,PII,2
1002,16,29,-13,99.56920903954797,0.31524592916130895,9.978437204269413,construction_activity_PII,PII,2
1003,25,30,-5,99.94887005649711,0.32339467659879684,9.997443175957397,construction_activity_PII,PII,2
1004,60,30,30,114.2158192090395,0.2783758916681247,10.687180133647955,construction_activity_PII,PII,2
1005,29,31,-2,114.31186440677959,0.2495077832441875,10.691672666462418,construction_activity_PII,PII,2
1006,64,31,33,131.58728813559316,0.21117821433848188,11.471150253378829,construction_activity_PII,PII,2
1007,46,31,15,127.3853107344632,0.2532132564387894,11.286510122020145,construction_activity_PII,PII,2
1008,39,32,7,127.8675141242937,0.2663265848016477,11.30785187930465,construction_activity_PII,PII,2
1009,25,32,-7,110.85056497175133,0.27396077742506303,10.52855949177053,construction_activity_PII,PII,2
1010,26,33,-7,111.67768361581912,0.2837237370418781,10.567766254787202,construction_activity_PII,PII,2
1011,48,33,15,113.26412429378522,0.2609221576455553,10.642561923417933,construction_activity_PII,PII,2
1012,19,34,-15,117.14576271186432,0.21722123748075353,10.823389612864554,construction_activity_PII,PII,2
1013,14,34,-20,122.59293785310726,0.23825866785702413,11.072169518802864,construction_activity_PII,PII,2
1014,19,35,-16,124.06666666666658,0.2633427516844904,11.13852174512698,construction_activity_PII,PII,2
1015,37,35,2,123.29124293785301,0.2551308722132506,11.103658988723177,construction_activity_PII,PII,2
1016,46,36,10,124.9183615819208,0.25635115339631587,11.176688310135557,construction_activity_PII,PII,2
1017,26,37,-11,126.59293785310726,0.23722689520908594,11.25135271214565,construction_activity_PII,PII,2
1018,25,38,-13,129.47429378531064,0.2536873772108376,11.378677154454758,construction_activity_PII,PII,2
1019,20,38,-18,134.17937853107335,0.2704314919909235,11.583582284037757,construction_activity_PII,PII,2
1020,37,39,-2,132.68474576271177,0.27974366791788374,11.518886481023753,construction_activity_PII,PII,2
1021,49,40,9,133.23700564971742,0.27412543270426515,11.542833519102553,construction_activity_PII,PII,2
1022,38,41,-3,133.12881355932194,0.27625241926850697,11.538146019154114,construction_activity_PII,PII,2
1023,43,42,1,131.336440677966,0.2652657790917981,11.460211196918058,construction_activity_PII,PII,2
1024,54,44,10,131.336440677966,0.28039123076702466,11.460211196918058,construction_activity_PII,PII,2
1025,31,45,-14,133.20225988700554,0.27326521843313345,11.541328341530082,construction_activity_PII,PII,2
1026,40,46,-6,131.37259887005638,0.2690989935059371,11.461788641833193,construction_activity_PII,PII,2
1027,32,47,-15,133.31525423728803,0.27815993639130343,11.546222509430867,construction_activity_PII,PII,2
1028,44,49,-5,133.50395480225978,0.2812923852206036,11.554391148055348,construction_activity_PII,PII,2
1029,71,50,21,141.74463276836147,0.26242697542393884,11.905655495114978,construction_activity_PII,PII,2
1030,35,52,-17,146.08361581920894,0.20952916750213352,12.08650552555241,construction_activity_PII,PII,2
1031,36,53,-17,149.91497175141234,0.2313358462600357,12.243976958137921,construction_activity_PII,PII,2
1032,28,55,-27,160.82372881355923,0.26738129906873287,12.681629580363843,construction_activity_PII,PII,2
1033,50,56,-6,160.09152542372874,0.2635558443189901,12.652727983471737,construction_activity_PII,PII,2
1034,53,57,-4,158.78954802259878,0.26818989991326414,12.601172486026798,construction_activity_PII,PII,2
1035,36,59,-23,165.96920903954793,0.26533360675269846,12.8829037503021,construction_activity_PII,PII,2
1036,51,60,-9,166.3488700564971,0.2871304284500132,12.897630404709894,construction_activity_PII,PII,2
1037,85,61,24,172.4098870056496,0.2629358725107718,13.130494545356989,construction_activity_PII,PII,2
1038,111,63,48,214.55677966101683,0.34396587651243266,14.647756813280893,construction_activity_PII,PII,2
1039,138,64,74,309.3276836158191,0.5031826174303023,17.587713996304895,construction_activity_PII,PII,2
1040,108,65,43,337.23276836158186,0.5619868838219299,18.363898506623855,construction_activity_PII,PII,2
1041,41,66,-25,344.2440677966101,0.468038173940875,18.55381545118443,construction_activity_PII,PII,2
1042,58,67,-9,343.90141242937847,0.47157940574905854,18.544579057756433,construction_activity_PII,PII,2
1043,86,67,19,349.3887005649717,0.45779295282750077,18.691942129296564,construction_activity_PII,PII,2
1044,33,68,-35,370.25395480225984,0.41026389205167235,19.241984170096902,construction_activity_PII,PII,2
1045,104,68,36,391.26412429378524,0.3320533755989571,19.780397475626856,construction_activity_PII,PII,2
1046,64,68,-4,389.9717514124293,0.3123408346898527,19.7477024337625,construction_activity_PII,PII,2
1047,87,69,18,393.20084745762705,0.3007528926515916,19.82929266155571,construction_activity_PII,PII,2
1048,45,69,-24,395.64378531073436,0.2635652589811022,19.890796497645194,construction_activity_PII,PII,2
1049,70,68,2,388.95225988700554,0.26182054844848934,19.721872626274756,construction_activity_PII,PII,2
1050,73,68,5,389.32203389830494,0.2618581216035622,19.73124511778983,construction_activity_PII,PII,2
1051,160,68,92,528.5251412429377,0.24091845607484177,22.989674665878542,construction_activity_PII,PII,2
1052,111,67,44,558.1819209039547,0.3196280797953965,23.62587397121966,construction_activity_PII,PII,2
1053,82,67,15,559.2135593220339,0.323292659128795,23.647696702259058,construction_activity_PII,PII,2
1054,73,66,7,556.193220338983,0.319571516692153,23.583749073015998,construction_activity_PII,PII,2
1055,50,65,-15,557.8788135593219,0.32142182925695983,23.619458367187885,construction_activity_PII,PII,2
1056,49,64,-15,561.8372881355931,0.3305058402521123,23.703107140955026,construction_activity_PII,PII,2
1057,56,63,-7,562.658474576271,0.3337379111090557,23.720423153398233,construction_activity_PII,PII,2
1058,38,62,-24,574.4098870056496,0.33784831523436876,23.96684975138889,construction_activity_PII,PII,2
1059,48,61,-13,576.1838983050847,0.34499372781280363,24.00383090894211,construction_activity_PII,PII,2
1060,74,60,14,578.4776836158189,0.3379521992296804,24.051563018145387,construction_activity_PII,PII,2
1061,91,59,32,589.9322033898303,0.339004712049048,24.28851999175393,construction_activity_PII,PII,2
1062,34,59,-25,598.8406779661015,0.3054815932607858,24.471221423666236,construction_activity_PII,PII,2
1063,56,58,-2,598.1974576271183,0.31558690033946457,24.458075509473723,construction_activity_PII,PII,2
1064,74,57,17,589.0497175141239,0.31966759768360276,24.27034646464949,construction_activity_PII,PII,2
1065,63,56,7,588.98615819209,0.329014902156781,24.269037026468315,construction_activity_PII,PII,2
1066,62,55,7,573.6211864406777,0.32318334562821005,23.95039011040692,construction_activity_PII,PII,2
1067,32,54,-22,580.5717514124291,0.3159698072093211,24.09505657624462,construction_activity_PII,PII,2
1068,26,54,-28,594.7398305084743,0.3314426969897779,24.38728829756343,construction_activity_PII,PII,2
1069,34,53,-19,600.4550847457623,0.3410031864019308,24.5041850455338,construction_activity_PII,PII,2
1070,28,52,-24,609.8531073446323,0.3547365927134867,24.695204136524815,construction_activity_PII,PII,2
1071,25,52,-27,618.8463276836153,0.37503415568065607,24.87662211160541,construction_activity_PII,PII,2
1072,27,52,-25,625.5864406779656,0.3816277214092455,25.011726063547986,construction_activity_PII,PII,2
1073,52,51,1,618.8415254237282,0.3722979156805461,24.876525589875452,construction_activity_PII,PII,2
1074,36,51,-15,618.3107344632763,0.37293891177952854,24.865854790521002,construction_activity_PII,PII,2
1075,43,51,-8,619.3559322033892,0.37481839244765475,24.886862642836064,construction_activity_PII,PII,2
1076,57,51,6,618.2666666666661,0.3771390218804459,24.864968664099823,construction_activity_PII,PII,2
1077,89,50,39,641.4022598870051,0.3732691764876562,25.32592071153594,construction_activity_PII,PII,2
1078,53,50,3,638.2022598870052,0.36351679740019316,25.262665336163664,construction_activity_PII,PII,2
1079,32,50,-18,638.2022598870052,0.36095975561536864,25.262665336163664,construction_activity_PII,PII,2
1080,82,50,32,653.9728813559317,0.3402373811166181,25.57289348814349,construction_activity_PII,PII,2
1081,116,50,66,722.4211864406776,0.3693225256451055,26.877894010518713,construction_activity_PII,PII,2
1082,61,51,10,722.7920903954798,0.3617780939409867,26.884792920821983,construction_activity_PII,PII,2
1083,26,51,-25,735.615819209039,0.35427757599784454,27.122238462358506,construction_activity_PII,PII,2
1084,48,51,-3,735.0539548022595,0.35856959184055626,27.111878481622394,construction_activity_PII,PII,2
1085,37,51,-14,735.0539548022595,0.35759859642681086,27.111878481622394,construction_activity_PII,PII,2
1086,56,52,4,733.9692090395475,0.3540710699293198,27.09186610478406,construction_activity_PII,PII,2
1087,64,52,12,730.300564971751,0.3524138734244521,27.024073804142688,construction_activity_PII,PII,2
1088,46,53,-7,730.8915254237285,0.3545359950346017,27.035005556199327,construction_activity_PII,PII,2
1089,52,53,-1,725.3107344632764,0.3663101416620696,26.931593611653884,construction_activity_PII,PII,2
1090,27,54,-27,733.5310734463272,0.35926981266480446,27.083778788166306,construction_activity_PII,PII,2
1091,12,55,-43,761.6903954802254,0.36995922598615383,27.59873901974917,construction_activity_PII,PII,2
1092,33,56,-23,758.0610169491521,0.38288607662388396,27.532907891269897,construction_activity_PII,PII,2
1093,49,58,-9,759.0042372881351,0.38515012396903653,27.55003152971218,construction_activity_PII,PII,2
1094,28,59,-31,776.4169491525419,0.3875158451116828,27.864259350511038,construction_activity_PII,PII,2
1095,28,60,-32,785.1805084745758,0.3996237259742839,28.021072578946292,construction_activity_PII,PII,2
1096,46,62,-16,788.4056497175136,0.4138556162033327,28.078562102029256,construction_activity_PII,PII,2
1097,25,64,-39,805.508192090395,0.40880452170529047,28.38147621408011,construction_activity_PII,PII,2
1098,29,66,-37,787.571751412429,0.38158764748722573,28.06370879645862,construction_activity_PII,PII,2
1099,40,68,-28,700.1514124293781,0.3438059185855737,26.460374381882392,construction_activity_PII,PII,2
1100,108,70,38,692.7488700564967,0.34452890848543466,26.32012291112062,construction_activity_PII,PII,2
1101,72,72,0,684.7050847457623,0.33881290639329703,26.166869983736348,construction_activity_PII,PII,2
1102,98,74,24,695.9194915254234,0.34309028910846184,26.38028603949213,construction_activity_PII,PII,2
1103,163,76,87,821.9692090395476,0.38718626027659064,28.670005389597463,construction_activity_PII,PII,2
1104,110,79,31,818.7624293785307,0.44516245817486927,28.614025046793586,construction_activity_PII,PII,2
1105,55,81,-26,807.1330508474572,0.42948173170066883,28.410087131993404,construction_activity_PII,PII,2
1106,66,83,-17,811.2497175141239,0.43683287420007744,28.482445778305696,construction_activity_PII,PII,2
1107,30,85,-55,852.3895480225984,0.4529853410517959,29.195711123769506,construction_activity_PII,PII,2
1108,41,87,-46,876.5025423728808,0.48167955458093886,29.605785623301415,construction_activity_PII,PII,2
1109,57,89,-32,890.179378531073,0.4927471548229932,29.835874019895464,construction_activity_PII,PII,2
1110,127,91,36,915.0406779661013,0.48904129311460276,30.249639303074364,construction_activity_PII,PII,2
1111,246,93,153,1173.2912429378525,0.4634004997388997,34.25333915018874,construction_activity_PII,PII,2
1112,121,94,27,1151.6666666666663,0.4335338170252526,33.93621467793169,construction_activity_PII,PII,2
1113,53,96,-43,1173.9819209039542,0.40709941763389157,34.263419573999826,construction_activity_PII,PII,2
1114,48,97,-49,1207.0124293785307,0.4247043392241136,34.74208441326644,construction_activity_PII,PII,2
1115,106,98,8,1207.3048022598866,0.4095905999095234,34.746291921007725,construction_activity_PII,PII,2
1116,77,98,-21,1210.2064971751408,0.4053398387494868,34.78802232342535,construction_activity_PII,PII,2
1117,76,99,-23,1216.2177966101688,0.40835957236996945,34.874314281576474,construction_activity_PII,PII,2
1118,275,99,176,1747.6302259886997,0.2974062016564549,41.80466751439006,construction_activity_PII,PII,2
1157,20,20,0,,,,construction_activity_EPIII,EPIII,3
1158,12,20,-8,,,,construction_activity_EPIII,EPIII,3
1159,18,21,-3,,,,construction_activity_EPIII,EPIII,3
1160,30,21,9,,,,construction_activity_EPIII,EPIII,3
1161,16,21,-5,,,,construction_activity_EPIII,EPIII,3
1162,24,22,2,,,,construction_activity_EPIII,EPIII,3
1163,30,22,8,,,,construction_activity_EPIII,EPIII,3
1164,11,23,-12,,,,construction_activity_EPIII,EPIII,3
1165,26,24,2,,,,construction_activity_EPIII,EPIII,3
1166,15,24,-9,,,,construction_activity_EPIII,EPIII,3
1167,39,25,14,,,,construction_activity_EPIII,EPIII,3
1168,27,25,2,,,,construction_activity_EPIII,EPIII,3
1169,19,26,-7,,,,construction_activity_EPIII,EPIII,3
1170,28,26,2,,,,construction_activity_EPIII,EPIII,3
1171,33,27,6,,,,construction_activity_EPIII,EPIII,3
1172,33,27,6,,,,construction_activity_EPIII,EPIII,3
1173,31,28,3,,,,construction_activity_EPIII,EPIII,3
1174,48,28,20,,,,construction_activity_EPIII,EPIII,3
1175,20,28,-8,,,,construction_activity_EPIII,EPIII,3
1176,16,29,-13,75.73421052631579,-0.1838604317782889,8.702540463928667,construction_activity_EPIII,EPIII,3
1177,20,29,-9,80.21052631578948,-0.08481947791331942,8.956032956381385,construction_activity_EPIII,EPIII,3
1178,34,30,4,77.30526315789473,-0.12728654656013705,8.792341164780558,construction_activity_EPIII,EPIII,3
1179,18,30,-12,84.76578947368421,-0.13094490742960405,9.206833846316778,construction_activity_EPIII,EPIII,3
1180,25,31,-6,82.0421052631579,-0.055574940298375966,9.05770971400375,construction_activity_EPIII,EPIII,3
1181,47,31,16,94.36578947368422,-0.10027509209318126,9.714205550310545,construction_activity_EPIII,EPIII,3
1182,18,32,-14,104.55526315789473,-0.21800287391636536,10.22522680227166,construction_activity_EPIII,EPIII,3
1183,49,33,16,114.78684210526315,-0.26740716675292403,10.71386214701604,construction_activity_EPIII,EPIII,3
1184,48,34,14,115.60789473684208,-0.14504373492724262,10.752111175803666,construction_activity_EPIII,EPIII,3
1185,46,35,11,120.27368421052631,-0.08086026151037476,10.966935953607384,construction_activity_EPIII,EPIII,3
1186,14,36,-22,143.50263157894736,-0.10824308739667671,11.979258390190411,construction_activity_EPIII,EPIII,3
1187,22,37,-15,146.32631578947368,0.02735035033084618,12.096541480500685,construction_activity_EPIII,EPIII,3
1188,34,38,-4,146.6736842105263,0.05106520101758902,12.110891140231024,construction_activity_EPIII,EPIII,3
1189,28,40,-12,151.29210526315788,0.07132221801825853,12.30008557950545,construction_activity_EPIII,EPIII,3
1190,48,41,7,154.04210526315788,0.03166909385669853,12.41136999944639,construction_activity_EPIII,EPIII,3
1191,33,43,-10,155.72631578947366,-0.010103830154641067,12.4790350504145,construction_activity_EPIII,EPIII,3
1192,41,44,-3,152.7657894736842,-0.01958121655943777,12.35984585153408,construction_activity_EPIII,EPIII,3
1193,60,46,14,164.43157894736842,-0.06661449345155512,12.823087730627456,construction_activity_EPIII,EPIII,3
1194,77,48,29,188.66052631578947,0.14956735064242882,13.73537499727581,construction_activity_EPIII,EPIII,3
1195,43,49,-6,187.3552631578947,0.05772419398872597,13.687777875093339,construction_activity_EPIII,EPIII,3
1196,56,51,5,180.34473684210522,0.016398775727270224,13.429249302999226,construction_activity_EPIII,EPIII,3
1197,65,52,13,183.35526315789468,0.04160882630114225,13.540873795951821,construction_activity_EPIII,EPIII,3
1198,30,54,-24,214.44999999999996,-0.03219676277979366,14.644111444536332,construction_activity_EPIII,EPIII,3
1199,32,55,-23,234.22105263157889,0.08995583213745545,15.304282166491145,construction_activity_EPIII,EPIII,3
1200,58,56,2,232.95789473684204,0.09616905653589947,15.262958256407636,construction_activity_EPIII,EPIII,3
1201,60,58,2,218.73684210526312,0.1580848611265438,14.78975463303104,construction_activity_EPIII,EPIII,3
1202,51,59,-8,212.32631578947363,0.21970633964129543,14.571421200057104,construction_activity_EPIII,EPIII,3
1203,102,60,42,291.83157894736837,0.06564925624943097,17.08307873152168,construction_activity_EPIII,EPIII,3
1204,93,62,31,330.26052631578943,0.2515173451269061,18.173071460702218,construction_activity_EPIII,EPIII,3
1205,43,63,-20,347.1473684210526,0.1708375841746117,18.63189116598346,construction_activity_EPIII,EPIII,3
1206,54,64,-10,326.6842105263157,0.15122274923034712,18.074407612044045,construction_activity_EPIII,EPIII,3
1207,45,65,-20,336.09210526315786,0.17300047149207531,18.332814984697738,construction_activity_EPIII,EPIII,3
1208,48,66,-18,352.1552631578947,0.21486276214156633,18.76580036017368,construction_activity_EPIII,EPIII,3
1209,61,67,-6,346.6605263157894,0.24192441766568254,18.618821829422757,construction_activity_EPIII,EPIII,3
1210,85,67,18,360.98947368421045,0.23387692908619995,18.999722989670413,construction_activity_EPIII,EPIII,3
