Age,state,smoothing,residuals,variance,ac1,Record,Period,tsid
-102814.3611691023,-449.63281576200416,-454.9984896507797,5.365673888775518,,,End_of_glaciation_I,I,1
-102714.15657620042,-454.1081580215192,-454.67212647306,0.5639684515408021,,,End_of_glaciation_I,I,1
-102613.95198329854,-454.0128119479685,-454.37692481168926,0.3641128637207771,,,End_of_glaciation_I,I,1
-102513.74739039666,-451.3506915448852,-454.11783570800213,2.7671441631169387,,,End_of_glaciation_I,I,1
-102413.54279749478,-448.4985488894213,-453.89905156991847,5.400502680497198,,,End_of_glaciation_I,I,1
-102313.3382045929,-450.0493837968887,-453.72381447665504,3.674430679766317,,,End_of_glaciation_I,I,1
-102213.13361169102,-452.1095772442589,-453.5944022342193,1.484824989960373,,,End_of_glaciation_I,I,1
-102112.92901878916,-450.2533604956564,-453.5122497016371,3.2588892059806653,,,End_of_glaciation_I,I,1
-102012.72442588728,-448.1150894965604,-453.4778211407871,5.362731644226699,,,End_of_glaciation_I,I,1
-101912.5198329854,-449.425550542124,-453.49042161995146,4.06487107782749,,,End_of_glaciation_I,I,1
-101812.31524008352,-450.7185130311805,-453.54852457071297,2.8300115395324497,,,End_of_glaciation_I,I,1
-101712.11064718165,-449.8010707791771,-453.64982303323507,3.848752254057956,,,End_of_glaciation_I,I,1
-101611.90605427977,-452.885696111691,-453.7911746625775,0.9054785508864711,,,End_of_glaciation_I,I,1
-101511.70146137787,-452.1798962682673,-453.9689193362953,1.7890230680279728,,,End_of_glaciation_I,I,1
-101411.496868476,-452.1453418580376,-454.178952232117,2.0336103740793874,,,End_of_glaciation_I,I,1
-101311.29227557412,-453.6503131524008,-454.4170511079039,0.7667379555030607,,,End_of_glaciation_I,I,1
-101211.08768267224,-455.1,-454.67875948825537,-0.4212405117446565,,,End_of_glaciation_I,I,1
-101110.88308977036,-455.7057854115265,-454.959704589433,-0.7460808220935178,,,End_of_glaciation_I,I,1
-101010.67849686848,-456.764553017792,-455.2556303169026,-1.5089227008894,,,End_of_glaciation_I,I,1
-100910.4739039666,-457.8114666749758,-455.56266391518466,-2.248802759791147,,,End_of_glaciation_I,I,1
-100810.26931106472,-456.8583803321597,-455.8771940533205,-0.981186278839175,,,End_of_glaciation_I,I,1
-100710.06471816284,-457.7259947193909,-456.1960934123275,-1.5299013070633691,,,End_of_glaciation_I,I,1
-100609.86012526097,-458.2,-456.5166897313322,-1.6833102686678103,,,End_of_glaciation_I,I,1
-100509.65553235907,-456.7957373882156,-456.8367385495203,0.04100116130467768,,,End_of_glaciation_I,I,1
-100409.4509394572,-454.8,-457.15445749420957,2.354457494209555,,,End_of_glaciation_I,I,1
-100309.24634655532,-457.3376605301446,-457.4684728861896,0.13081235604499852,,,End_of_glaciation_I,I,1
-100209.04175365344,-460.2009076881185,-457.7777341735597,-2.423173514558812,,,End_of_glaciation_I,I,1
-100108.83716075156,-458.3238364239225,-458.0814762129747,-0.24236021094782245,,,End_of_glaciation_I,I,1
-100008.63256784968,-456.9867198454492,-458.3791897826143,1.3924699371650604,,,End_of_glaciation_I,I,1
-99908.42797494782,-457.2,-458.67054825248897,1.4705482524889817,,,End_of_glaciation_I,I,1
-99808.22338204592,-457.89799828073217,-458.9553966072703,1.0573983265381344,,,End_of_glaciation_I,I,1
-99708.01878914406,-460.5040210583642,-459.2335925556348,-1.2704285027293736,,,End_of_glaciation_I,I,1
-99607.81419624217,-459.8411182717618,-459.5050294490672,-0.3360888226945917,,,End_of_glaciation_I,I,1
-99507.60960334029,-460.2631327342592,-459.7696375387833,-0.4934951954759299,,,End_of_glaciation_I,I,1
-99407.4050104384,-460.5286738676591,-460.02727532127597,-0.5013985463831432,,,End_of_glaciation_I,I,1
-99307.20041753651,-460.96199821055774,-460.2778575574162,-0.684140653141526,,,End_of_glaciation_I,I,1
-99206.99582463464,-462.460083507307,-460.5210985350849,-1.9389849722221015,,,End_of_glaciation_I,I,1
-99106.79123173276,-462.9419447793229,-460.7566742199237,-2.185270559399214,,,End_of_glaciation_I,I,1
-99006.5866388309,-459.6013131221444,-460.9842635456548,1.3829504235104082,,,End_of_glaciation_I,I,1
-98906.382045929,-461.304300626305,-461.20335986776496,-0.10094075854004814,,,End_of_glaciation_I,I,1
-98806.17745302714,-463.12190906982136,-461.41330039450094,-1.70860867532042,,,End_of_glaciation_I,I,1
-98705.97286012526,-464.6819009510552,-461.6133121912356,-3.0685887598195905,,,End_of_glaciation_I,I,1
-98605.76826722338,-459.3373910106839,-461.802499086244,2.4651080755600674,,,End_of_glaciation_I,I,1
-98505.5636743215,-457.5,-461.9797866058949,4.479786605894901,,,End_of_glaciation_I,I,1
-98405.35908141962,-458.7862704163086,-462.144024812261,3.3577543959524405,,,End_of_glaciation_I,I,1
-98305.15448851774,-465.2007086359495,-462.29394402226797,-2.9067646136815597,,,End_of_glaciation_I,I,1
-98204.94989561586,-463.3402805139816,-462.4281506775084,-0.9121298364731842,,,End_of_glaciation_I,I,1
-98104.745302714,-464.977279053584,-462.54530923117915,-2.4319698224048807,,,End_of_glaciation_I,I,1
-98004.5407098121,-468.64916774812383,-462.6441429143869,-6.005024833736911,,,End_of_glaciation_I,I,1
-97904.33611691024,-463.9607834609139,-462.72342353532866,-1.2373599255852241,,,End_of_glaciation_I,I,1
-97804.13152400836,-461.3157888458097,-462.7819792325575,1.466190386747769,,,End_of_glaciation_I,I,1
-97703.92693110649,-458.2608252486799,-462.8190755057841,4.558250257104191,,,End_of_glaciation_I,I,1
-97603.7223382046,-464.8813696374489,-462.8342565007289,-2.047113136720043,,,End_of_glaciation_I,I,1
-97503.51774530271,-466.9053138482951,-462.8274742651845,-4.077839583110631,,,End_of_glaciation_I,I,1
-97403.31315240083,-466.7958246346555,-462.7991281083598,-3.9966965262956933,,,End_of_glaciation_I,I,1
-97303.10855949896,-462.8667764415302,-462.7500907029204,-0.11668573860981724,,,End_of_glaciation_I,I,1
-97202.90396659708,-466.5419144614343,-462.68157662242567,-3.8603378390086505,,,End_of_glaciation_I,I,1
-97102.6993736952,-464.9972173763835,-462.59544426298083,-2.401773113402669,,,End_of_glaciation_I,I,1
-97002.49478079332,-463.7,-462.4939498088233,-1.2060501911767005,,,End_of_glaciation_I,I,1
-96902.29018789144,-463.7,-462.3797564908428,-1.3202435091571942,,,End_of_glaciation_I,I,1
-96802.08559498956,-462.10089472114527,-462.25575232771,0.15485760656474667,,,End_of_glaciation_I,I,1
-96701.88100208768,-460.7047599164926,-462.12511603142804,1.42035611493543,,,End_of_glaciation_I,I,1
-96601.6764091858,-462.4124366239189,-461.9911819581056,-0.42125466581330784,,,End_of_glaciation_I,I,1
-96501.47181628393,-462.6047181628393,-461.8571083563769,-0.7476098064623784,,,End_of_glaciation_I,I,1
-96401.26722338203,-460.7331578469639,-461.72617002564016,0.9930121786762811,,,End_of_glaciation_I,I,1
-96301.06263048016,-459.3210855949896,-461.6014074509925,2.2803218560028995,,,End_of_glaciation_I,I,1
-96200.85803757828,-457.6,-461.4854038378121,3.8854038378120777,,,End_of_glaciation_I,I,1
-96100.6534446764,-460.3703966597077,-461.38038512375516,1.009988464047467,,,End_of_glaciation_I,I,1
-96000.44885177452,-461.5508396115096,-461.2882624545983,-0.262577156911334,,,End_of_glaciation_I,I,1
-95900.24425887266,-458.9368067531997,-461.21044737659355,2.2736406233938737,,,End_of_glaciation_I,I,1
-95800.03966597078,-458.8,-461.14792433542925,2.3479243354292407,,,End_of_glaciation_I,I,1
-95699.8350730689,-459.6095357976175,-461.1011284426803,1.4915926450627808,,,End_of_glaciation_I,I,1
-95599.63048016702,-460.6,-461.0701854621336,0.4701854621335997,,,End_of_glaciation_I,I,1
-95499.42588726514,-460.6,-461.0547703287963,0.4547703287962577,,,End_of_glaciation_I,I,1
-95399.22129436326,-459.0591624341759,-461.05432938090894,1.9951669467330362,,,End_of_glaciation_I,I,1
-95299.01670146138,-458.0638051911631,-461.0680816487709,3.004276457607773,,,End_of_glaciation_I,I,1
-95198.8121085595,-465.8335573540768,-461.0950973427521,-4.738460011324662,,,End_of_glaciation_I,I,1
-95098.60751565764,-463.8267223382048,-461.1344201406007,-2.6923021976040786,,,End_of_glaciation_I,I,1
-94998.40292275576,-460.2765135699375,-461.1849710712436,0.9084575013060885,,,End_of_glaciation_I,I,1
-94898.19832985388,-459.4988333538008,-461.2456199593954,1.7467866055945933,,,End_of_glaciation_I,I,1
-94797.993736952,-460.7522737587364,-461.3154264822273,0.5631527234908731,,,End_of_glaciation_I,I,1
-94697.7891440501,-462.966764091858,-461.3933492694559,-1.5734148224021283,,,End_of_glaciation_I,I,1
-94597.58455114823,-461.6157351625411,-461.4784084955172,-0.13732666702389906,,,End_of_glaciation_I,I,1
-94497.37995824634,-457.763552799676,-461.56966420579477,3.8061114061187595,,,End_of_glaciation_I,I,1
-94397.17536534448,-460.5751320152274,-461.6663401136509,1.0912080984235217,,,End_of_glaciation_I,I,1
-94296.97077244258,-465.65374495953336,-461.7675285634364,-3.8862163960969838,,,End_of_glaciation_I,I,1
-94196.76617954072,-466.3,-461.87233282495146,-4.427667175048555,,,End_of_glaciation_I,I,1
-94096.56158663884,-460.0310770678345,-461.9798717877062,1.948794719871728,,,End_of_glaciation_I,I,1
-93996.35699373696,-456.447255500241,-462.0891242935612,5.641868793320214,,,End_of_glaciation_I,I,1
-93896.15240083508,-456.0192066805845,-462.1991824958619,6.17997581527743,,,End_of_glaciation_I,I,1
-93795.9478079332,-459.48170207540255,-462.308921427369,2.8272193519664484,,,End_of_glaciation_I,I,1
-93695.74321503133,-464.2977741186159,-462.41734303124946,-1.8804310873664463,,,End_of_glaciation_I,I,1
-93595.53862212945,-469.0101628392482,-462.5236552183287,-6.486507620919497,,,End_of_glaciation_I,I,1
-93495.33402922755,-464.10095395499866,-462.6270989964572,-1.4738549585414376,,,End_of_glaciation_I,I,1
-93395.12943632567,-464.466225933658,-462.72692148363126,-1.7393044500267365,,,End_of_glaciation_I,I,1
-93294.9248434238,-463.75067188097273,-462.8227025741113,-0.9279693068614279,,,End_of_glaciation_I,I,1
-93194.72025052192,-466.6629097782544,-462.91422459818466,-3.7486851800697423,,,End_of_glaciation_I,I,1
-93094.51565762004,-463.482791529973,-463.0015807041305,-0.4812108258424814,,,End_of_glaciation_I,I,1
-92994.31106471816,-460.79507903370114,-463.08504633167604,2.289967297974897,,,End_of_glaciation_I,I,1
-92894.10647181628,-462.9545302713987,-463.16520840117613,0.2106781297774205,,,End_of_glaciation_I,I,1
-92793.9018789144,-459.0769249662285,-463.24289189740296,4.1659669311744665,,,End_of_glaciation_I,I,1
-92693.69728601252,-463.2927627000698,-463.3192634661169,0.026500766047149682,,,End_of_glaciation_I,I,1
-92593.49269311065,-467.61493389004863,-463.39570643660466,-4.2192274534439775,,,End_of_glaciation_I,I,1
-92493.28810020877,-465.4765541637672,-463.4736574841347,-2.0028966796324994,,,End_of_glaciation_I,I,1
-92393.08350730687,-460.8429971861668,-463.55463230519354,2.7116351190267096,,,End_of_glaciation_I,I,1
-92292.878914405,-461.8028511780496,-463.64009273154676,1.8372415534971651,,,End_of_glaciation_I,I,1
-92192.67432150312,-464.3211899791232,-463.73148742362645,-0.5897025554967286,,,End_of_glaciation_I,I,1
-92092.46972860124,-466.2344806184055,-463.83008750379423,-2.4043931146112527,,,End_of_glaciation_I,I,1
-91992.26513569936,-464.10552366040366,-463.9368261563949,-0.16869750400877592,,,End_of_glaciation_I,I,1
-91892.0605427975,-465.1190522492636,-464.052315385825,-1.0667368634385639,,,End_of_glaciation_I,I,1
-91791.85594989562,-461.6533909931405,-464.1767330512912,2.5233420581507175,,,End_of_glaciation_I,I,1
-91691.65135699374,-460.5434974825003,-464.3098523949282,3.7663549124279143,,,End_of_glaciation_I,I,1
-91591.44676409186,-459.2647979860003,-464.45092586868907,5.186127882688766,,,End_of_glaciation_I,I,1
-91491.24217118998,-457.0838967999253,-464.5987037598563,7.514806959930979,,,End_of_glaciation_I,I,1
-91391.0375782881,-465.93007654836447,-464.7513596928927,-1.1787168554717482,,,End_of_glaciation_I,I,1
-91290.83298538622,-470.3525614260479,-464.90676478780506,-5.445796638242825,,,End_of_glaciation_I,I,1
-91190.62839248434,-467.3519475881772,-465.0623782814773,-2.289569306699889,,,End_of_glaciation_I,I,1
-91090.42379958248,-466.531196749986,-465.2150996210139,-1.3160971289721033,,,End_of_glaciation_I,I,1
-90990.2192066806,-465.65781188286405,-465.3617842048799,-0.2960276779841706,,,End_of_glaciation_I,I,1
-90890.01461377872,-464.3948710714891,-465.49919651816106,1.1043254466719645,,,End_of_glaciation_I,I,1
-90789.81002087684,-463.9282098121088,-465.6240648186761,1.6958550065673421,,,End_of_glaciation_I,I,1
-90689.60542797497,-464.3895702853163,-465.7332308440684,1.343660558752049,,,End_of_glaciation_I,I,1
-90589.40083507307,-466.709052951224,-465.8237238822358,-0.8853290689881987,,,End_of_glaciation_I,I,1
-90489.1962421712,-469.8916736707969,-465.89300801268087,-3.9986656581160105,,,End_of_glaciation_I,I,1
-90388.99164926932,-469.1114421069536,-465.93903195887475,-3.172410148078825,,,End_of_glaciation_I,I,1
-90288.78705636744,-467.35500769146256,-465.9603042218624,-1.3947034696001879,,,End_of_glaciation_I,I,1
-90188.58246346556,-472.0091007500191,-465.9557146177225,-6.053386132296623,,,End_of_glaciation_I,I,1
-90088.37787056368,-472.080701983299,-465.9248300884145,-6.155871894884456,,,End_of_glaciation_I,I,1
-89988.1732776618,-464.33293806541445,-465.86780147872275,1.534863413308301,,,End_of_glaciation_I,I,1
-89887.96868475992,-465.73687682672215,-465.7853162490126,0.04843942229047116,,,End_of_glaciation_I,I,1
-89787.76409185803,-467.5,-465.6785818050187,-1.8214181949812769,,,End_of_glaciation_I,I,1
-89687.55949895617,-467.5,-465.5492918465659,-1.9507081534341069,,,End_of_glaciation_I,I,1
-89587.35490605427,-465.17415223156326,-465.399251243267,0.22509901170371904,,,End_of_glaciation_I,I,1
-89487.15031315241,-464.5714931220862,-465.2305364397836,0.6590433176973534,,,End_of_glaciation_I,I,1
-89386.94572025051,-468.8204375999786,-465.0452312054472,-3.7752063945314376,,,End_of_glaciation_I,I,1
-89286.74112734865,-466.47902574808654,-464.84553194505025,-1.6334938030362878,,,End_of_glaciation_I,I,1
-89186.53653444676,-463.44463637143576,-464.6334848889941,1.1888485175583128,,,End_of_glaciation_I,I,1
-89086.3319415449,-459.7337381281429,-464.41091897629065,4.677180848147771,,,End_of_glaciation_I,I,1
-88986.127348643,-459.1687533552043,-464.17958639783313,5.01083304262886,,,End_of_glaciation_I,I,1
-88885.92275574114,-462.42715727209406,-463.94075120573234,1.5135939336382762,,,End_of_glaciation_I,I,1
-88785.71816283924,-464.1787225639001,-463.69555267608166,-0.4831698878184625,,,End_of_glaciation_I,I,1
-88685.51356993738,-464.7660542797496,-463.445010676072,-1.3210436036775945,,,End_of_glaciation_I,I,1
-88585.30897703549,-464.7586243863906,-463.18982342052095,-1.5688009658696274,,,End_of_glaciation_I,I,1
-88485.10438413362,-465.0,-462.9303729702941,-2.0696270297058845,,,End_of_glaciation_I,I,1
-88384.89979123173,-465.0,-462.6669125339897,-2.3330874660102836,,,End_of_glaciation_I,I,1
-88284.69519832985,-465.0,-462.3995572230197,-2.6004427769802874,,,End_of_glaciation_I,I,1
-88184.49060542797,-464.6733820459289,-462.12861130816265,-2.544770737766271,,,End_of_glaciation_I,I,1
-88084.28601252609,-461.7634140761288,-461.853996759223,0.09058268309416917,,,End_of_glaciation_I,I,1
-87984.08141962421,-460.7,-461.5756323513784,0.8756323513783855,,,End_of_glaciation_I,I,1
-87883.87682672233,-459.13483447658814,-461.29335224740066,2.158517770812523,,,End_of_glaciation_I,I,1
-87783.67223382046,-459.4759857684731,-461.007011278779,1.5310255103058807,,,End_of_glaciation_I,I,1
-87683.46764091858,-460.5690758328676,-460.7163669399559,0.14729110708827875,,,End_of_glaciation_I,I,1
-87583.2630480167,-458.7204563077842,-460.4209663257405,1.700510017956276,,,End_of_glaciation_I,I,1
-87483.05845511482,-462.9573677800975,-460.12062489960493,-2.8367428804925794,,,End_of_glaciation_I,I,1
-87382.85386221294,-457.2233267837405,-459.81520232393007,2.5918755401895623,,,End_of_glaciation_I,I,1
-87282.64926931106,-456.7947316713743,-459.5044142734359,2.709682602061605,,,End_of_glaciation_I,I,1
-87182.44467640918,-460.4737069599224,-459.1881090640046,-1.2855978959178174,,,End_of_glaciation_I,I,1
-87082.2400835073,-460.55444502435626,-458.86636946036066,-1.6880755639955964,,,End_of_glaciation_I,I,1
-86982.03549060543,-458.9701521025947,-458.5394773199288,-0.4306747826659034,,,End_of_glaciation_I,I,1
-86881.83089770355,-458.7523508483048,-458.20800763108696,-0.5443432172178291,,,End_of_glaciation_I,I,1
-86781.62630480167,-460.0152930106736,-457.8728441503913,-2.142448860282286,,,End_of_glaciation_I,I,1
-86681.42171189979,-459.7828462073765,-457.53543540295107,-2.247410804425442,,,End_of_glaciation_I,I,1
-86581.21711899791,-460.8423942574427,-457.1976900379061,-3.6447042195366066,,,End_of_glaciation_I,I,1
-86481.01252609603,-457.2726089982149,-456.8620112703295,-0.4105977278853743,,,End_of_glaciation_I,I,1
-86380.80793319416,-456.1036227434607,-456.5311301782959,0.42750743483520637,,,End_of_glaciation_I,I,1
-86280.60334029228,-456.4365098857915,-456.2082847105724,-0.22822517521910868,,,End_of_glaciation_I,I,1
-86180.3987473904,-454.8705606042,-455.8971023833719,1.0265417791718505,,,End_of_glaciation_I,I,1
-86080.19415448852,-454.2,-455.6013135477251,1.401313547725124,,,End_of_glaciation_I,I,1
-85979.98956158664,-454.6299753840401,-455.3247282812567,0.6947528972165742,,,End_of_glaciation_I,I,1
-85879.78496868476,-455.0891191225501,-455.0712764902657,-0.017842632284384763,,,End_of_glaciation_I,I,1
-85779.58037578288,-454.8543196610585,-454.8447848849448,-0.009534776113753196,,,End_of_glaciation_I,I,1
-85679.375782881,-451.9836743215032,-454.6485711847339,2.6648968632306946,,,End_of_glaciation_I,I,1
-85579.17118997913,-449.0683846555325,-454.4854728023129,5.417088146780429,,,End_of_glaciation_I,I,1
-85478.96659707725,-449.0724491127348,-454.35783460627414,5.285385493539366,,,End_of_glaciation_I,I,1
-85378.76200417537,-450.216740605428,-454.26718208563256,4.05044148020454,,,End_of_glaciation_I,I,1
-85278.55741127349,-453.4437977128969,-454.2142140352618,0.7704163223648948,,,End_of_glaciation_I,I,1
-85178.35281837161,-452.064975108399,-454.1987619836183,2.1337868752193003,,,End_of_glaciation_I,I,1
-85078.14822546973,-449.5414339770354,-454.2198301732697,4.678396196234303,,,End_of_glaciation_I,I,1
-84977.94363256785,-451.7183973020715,-454.27550033132036,2.5571030292488786,,,End_of_glaciation_I,I,1
-84877.73903966598,-454.6882560059825,-454.363264519166,-0.3249914868164865,,,End_of_glaciation_I,I,1
-84777.5344467641,-455.1332402063122,-454.4799276026414,-0.6533126036708268,,,End_of_glaciation_I,I,1
-84677.32985386222,-451.83116428456736,-454.6216189830319,2.7904546984645435,,,End_of_glaciation_I,I,1
-84577.12526096034,-444.5107111590012,-454.78419827666403,10.273487117662853,,,End_of_glaciation_I,I,1
-84476.92066805846,-454.06261178450063,-454.96336631740303,0.9007545329023969,,,End_of_glaciation_I,I,1
-84376.71607515658,-458.7908291082613,-455.1547392900709,-3.636089818190385,,,End_of_glaciation_I,I,1
-84276.51148225469,-458.3,-455.35412268463,-2.945877315370012,,,End_of_glaciation_I,I,1
-84176.30688935283,-458.3,-455.5576360220673,-2.742363977932712,,,End_of_glaciation_I,I,1
-84076.10229645093,-461.16756553003967,-455.76187184076696,-5.405693689272709,,,End_of_glaciation_I,I,1
-83975.89770354907,-461.5219950238799,-455.9637956730055,-5.558199350874418,,,End_of_glaciation_I,I,1
-83875.69311064717,-456.041585392453,-456.16105368141024,0.11946828895725048,,,End_of_glaciation_I,I,1
-83775.48851774531,-454.31495964852144,-456.35177884070254,2.036819192181099,,,End_of_glaciation_I,I,1
-83675.28392484342,-457.514590255521,-456.5348946592296,-0.9796955962913785,,,End_of_glaciation_I,I,1
-83575.07933194155,-458.2490217715487,-456.710046293455,-1.5389754780937324,,,End_of_glaciation_I,I,1
-83474.87473903966,-456.6494565884811,-456.87712084606835,0.22766425758726427,,,End_of_glaciation_I,I,1
-83374.6701461378,-457.8642111541901,-457.0366059416608,-0.8276052125293063,,,End_of_glaciation_I,I,1
-83274.4655532359,-458.8,-457.1895202565092,-1.6104797434908278,,,End_of_glaciation_I,I,1
-83174.26096033404,-458.0841245348102,-457.33712644501156,-0.7469980897986375,,,End_of_glaciation_I,I,1
-83074.05636743215,-452.23028405136927,-457.4809146259312,5.25063057456191,,,End_of_glaciation_I,I,1
-82973.85177453027,-452.2801670146136,-457.6227180297607,5.34255101514708,,,End_of_glaciation_I,I,1
-82873.64718162839,-453.03917777420935,-457.764452300669,4.725274526459657,,,End_of_glaciation_I,I,1
-82773.44258872651,-458.7841159693024,-457.9081958107885,-0.8759201585138499,,,End_of_glaciation_I,I,1
-82673.23799582463,-462.87175421768336,-458.05616536084483,-4.815588856838531,,,End_of_glaciation_I,I,1
-82573.03340292275,-462.6005868081024,-458.21041963559566,-4.390167172506722,,,End_of_glaciation_I,I,1
-82472.82881002087,-461.93275373924,-458.3730980116277,-3.5596557276123235,,,End_of_glaciation_I,I,1
-82372.624217119,-464.1600167014615,-458.54636123464115,-5.613655466820319,,,End_of_glaciation_I,I,1
-82272.41962421712,-456.6419624217117,-458.7321882269041,2.0902258051924036,,,End_of_glaciation_I,I,1
-82172.21503131524,-452.5196370643971,-458.9324371720711,6.412800107674002,,,End_of_glaciation_I,I,1
-82072.01043841336,-456.8412532236276,-459.1486498074478,2.307396583820207,,,End_of_glaciation_I,I,1
-81971.80584551148,-457.6058246346556,-459.38204428470294,1.7762196500473237,,,End_of_glaciation_I,I,1
-81871.6012526096,-457.9005696391291,-459.63387187340277,1.7333022342736513,,,End_of_glaciation_I,I,1
-81771.39665970772,-458.1748762302416,-459.9045325653236,1.7296563350820406,,,End_of_glaciation_I,I,1
-81671.19206680584,-458.3131315240084,-460.19397417780885,1.880842653800471,,,End_of_glaciation_I,I,1
-81570.98747390397,-457.4473177816102,-460.5017151978228,3.0543974162126233,,,End_of_glaciation_I,I,1
