Beat number,state,tsid,type
85,0.7666699886322021,12,pd
86,0.9007999897003174,12,pd
87,0.7797999978065491,12,pd
88,0.906790018081665,12,pd
89,0.871940016746521,12,pd
90,0.8094199895858765,12,pd
91,1.1258000135421753,12,pd
92,0.8476899862289429,12,pd
93,0.928749978542328,12,pd
94,0.8656799793243408,12,pd
95,1.2752000093460083,12,pd
96,0.7042700052261353,12,pd
97,1.2537000179290771,12,pd
98,0.6573600172996521,12,pd
0,1.146399974822998,13,pd
1,1.1405999660491943,13,pd
2,1.169100046157837,13,pd
3,1.160099983215332,13,pd
4,1.159500002861023,13,pd
5,1.1644999980926514,13,pd
6,1.1649999618530271,13,pd
7,1.169100046157837,13,pd
8,1.1540000438690186,13,pd
9,1.1442999839782717,13,pd
10,1.122099995613098,13,pd
11,1.1618000268936155,13,pd
12,1.121500015258789,13,pd
13,1.1571999788284302,13,pd
14,1.0219999551773071,13,pd
15,1.1414999961853027,13,pd
16,1.0509999990463257,13,pd
17,1.1168999671936035,13,pd
18,1.1483999490737915,13,pd
19,1.1238000392913818,13,pd
20,1.1318999528884888,13,pd
21,1.1031999588012695,13,pd
22,1.1152000427246094,13,pd
23,1.1205999851226809,13,pd
24,1.1332000494003296,13,pd
25,1.1332999467849731,13,pd
26,1.1145000457763672,13,pd
27,1.1426000595092771,13,pd
28,1.0942000150680542,13,pd
29,1.14110004901886,13,pd
30,1.1117000579833984,13,pd
31,1.1067999601364136,13,pd
32,1.1002999544143677,13,pd
33,1.123900055885315,13,pd
34,1.1335999965667725,13,pd
35,1.120100021362305,13,pd
36,1.1497000455856323,13,pd
37,1.1263999938964844,13,pd
38,1.042099952697754,13,pd
39,1.1217999458312988,13,pd
40,1.073099970817566,13,pd
41,1.0976999998092651,13,pd
42,1.0908000469207764,13,pd
43,1.0644999742507937,13,pd
44,1.0846999883651731,13,pd
45,1.0894999504089355,13,pd
46,1.0378999710083008,13,pd
47,1.136299967765808,13,pd
48,1.0571999549865725,13,pd
49,1.1031999588012695,13,pd
50,1.1079000234603882,13,pd
51,1.0907000303268433,13,pd
52,1.0712000131607056,13,pd
53,1.0743999481201172,13,pd
54,1.0815999507904053,13,pd
55,1.0923000574111938,13,pd
56,1.095900058746338,13,pd
57,1.079300045967102,13,pd
58,1.0647000074386597,13,pd
59,1.0807000398635864,13,pd
60,1.1145000457763672,13,pd
61,1.0276999473571775,13,pd
62,1.0764000415802002,13,pd
63,0.9999600052833556,13,pd
64,1.1139999628067017,13,pd
65,0.9747899770736694,13,pd
66,1.1478999853134155,13,pd
67,1.1232999563217163,13,pd
68,1.1136000156402588,13,pd
69,1.1035000085830688,13,pd
70,1.0678999423980713,13,pd
71,1.0851000547409058,13,pd
72,1.0663000345230105,13,pd
73,1.096400022506714,13,pd
74,1.045799970626831,13,pd
75,1.0577000379562378,13,pd
76,0.9859700202941896,13,pd
77,1.079200029373169,13,pd
78,0.9573299884796144,13,pd
79,1.104599952697754,13,pd
80,0.916320025920868,13,pd
81,1.0994999408721924,13,pd
82,0.9951900243759156,13,pd
83,1.0736000537872314,13,pd
84,1.0360000133514404,13,pd
85,1.0298000574111938,13,pd
86,1.107100009918213,13,pd
87,0.952239990234375,13,pd
88,1.129899978637695,13,pd
89,0.9049500226974488,13,pd
90,1.1302000284194946,13,pd
91,0.966480016708374,13,pd
92,1.1122000217437744,13,pd
93,0.9611799716949464,13,pd
94,1.1039999723434448,13,pd
95,0.8303800225257874,13,pd
96,1.1711000204086304,13,pd
97,0.8479899764060974,13,pd
98,1.1862000226974487,13,pd
99,0.8887199759483337,13,pd
100,1.170199990272522,13,pd
101,0.8863400220870972,13,pd
102,1.1603000164031982,13,pd
103,0.8130999803543091,13,pd
104,1.1949000358581543,13,pd
105,0.8182700276374817,13,pd
106,1.187800049781799,13,pd
107,0.8636000156402588,13,pd
108,1.1971999406814575,13,pd
109,0.7340599894523621,13,pd
110,1.2174999713897705,13,pd
111,0.8392199873924255,13,pd
112,1.180899977684021,13,pd
113,0.8034600019454956,13,pd
114,1.2009999752044678,13,pd
115,0.8081600069999695,13,pd
0,1.06850004196167,14,pd
1,1.110100030899048,14,pd
2,1.0786999464035034,14,pd
3,1.0968999862670898,14,pd
4,1.0740000009536743,14,pd
5,1.0738999843597412,14,pd
6,1.0808000564575195,14,pd
7,1.0918999910354614,14,pd
8,1.1022000312805176,14,pd
9,1.069200038909912,14,pd
10,1.1062999963760376,14,pd
11,1.063599944114685,14,pd
12,1.0628999471664429,14,pd
13,1.0585999488830566,14,pd
14,1.0461000204086304,14,pd
15,1.0521999597549438,14,pd
16,1.0461000204086304,14,pd
17,1.0465999841690063,14,pd
18,1.0478999614715576,14,pd
19,0.993179976940155,14,pd
20,1.056399941444397,14,pd
21,1.0038000345230105,14,pd
22,1.0915000438690186,14,pd
23,1.0329999923706057,14,pd
24,1.1139999628067017,14,pd
25,1.1045000553131104,14,pd
26,1.048799991607666,14,pd
27,1.0751999616622925,14,pd
28,1.0644999742507937,14,pd
29,1.0312999486923218,14,pd
30,1.02839994430542,14,pd
31,1.0391000509262085,14,pd
32,1.0228999853134155,14,pd
33,1.0923000574111938,14,pd
34,0.9998499751091005,14,pd
35,1.0676000118255615,14,pd
36,1.013399958610535,14,pd
37,1.0572999715805054,14,pd
38,0.9660900235176086,14,pd
39,1.028499960899353,14,pd
40,0.9875699877738952,14,pd
41,0.9934800267219543,14,pd
42,1.0263999700546265,14,pd
43,0.900629997253418,14,pd
44,1.0311000347137451,14,pd
45,0.9507200121879578,14,pd
46,0.9795100092887878,14,pd
47,0.9293199777603148,14,pd
48,1.0468000173568726,14,pd
49,0.8822699785232544,14,pd
50,1.0485999584197998,14,pd
51,0.9296900033950806,14,pd
52,0.985040009021759,14,pd
53,0.9364699721336364,14,pd
54,1.0264999866485596,14,pd
55,0.9405999779701232,14,pd
56,1.030500054359436,14,pd
57,0.9914299845695496,14,pd
58,1.014299988746643,14,pd
59,1.0556999444961548,14,pd
60,0.999970018863678,14,pd
61,1.007699966430664,14,pd
62,0.934849977493286,14,pd
63,1.0292999744415283,14,pd
64,0.9007200002670288,14,pd
65,1.0027999877929688,14,pd
66,0.9580199718475342,14,pd
67,1.0082000494003296,14,pd
68,0.9122400283813475,14,pd
69,1.0018999576568604,14,pd
70,0.9670699834823608,14,pd
71,1.007599949836731,14,pd
72,0.983110010623932,14,pd
73,0.98158997297287,14,pd
74,1.0324000120162964,14,pd
75,0.9741899967193604,14,pd
76,0.9612600207328796,14,pd
77,0.9997199773788452,14,pd
78,1.0015000104904177,14,pd
79,0.9865900278091432,14,pd
80,1.0110000371932983,14,pd
81,0.9694499969482422,14,pd
82,1.0383000373840332,14,pd
83,0.9427199959754944,14,pd
84,1.0006999969482422,14,pd
85,0.9507499933242798,14,pd
86,0.9712499976158142,14,pd
87,0.8722800016403198,14,pd
88,0.968720018863678,14,pd
89,0.9216600060462952,14,pd
90,0.8749499917030334,14,pd
91,0.971310019493103,14,pd
92,0.8471099734306335,14,pd
93,0.9405900239944458,14,pd
94,0.8215299844741821,14,pd
95,1.0140000581741333,14,pd
96,0.834659993648529,14,pd
97,1.0180000066757202,14,pd
98,0.7854300141334534,14,pd
99,1.0597000122070312,14,pd
100,0.7950400114059448,14,pd
101,1.1014000177383425,14,pd
102,0.7862399816513062,14,pd
103,1.0960999727249146,14,pd
104,0.8421800136566162,14,pd
105,1.104300022125244,14,pd
106,0.9101999998092652,14,pd
107,1.0657999515533447,14,pd
108,0.8381699919700623,14,pd
109,1.0786999464035034,14,pd
110,0.7838299870491028,14,pd
111,1.1008000373840332,14,pd
112,0.9031800031661988,14,pd
113,1.013700008392334,14,pd
114,0.9237599968910216,14,pd
115,1.0037000179290771,14,pd
116,0.8845400214195251,14,pd
117,1.0183000564575195,14,pd
118,0.8466699719429016,14,pd
119,1.0263999700546265,14,pd
120,0.9400100111961364,14,pd
121,1.0541000366210938,14,pd
122,0.8264399766921997,14,pd
123,1.0577000379562378,14,pd
124,0.8270300030708313,14,pd
125,1.096400022506714,14,pd
126,0.7191299796104431,14,pd
127,1.0951000452041626,14,pd
128,0.8055899739265442,14,pd
129,1.118399977684021,14,pd
130,0.7945500016212463,14,pd
131,1.1146999597549438,14,pd
132,0.950290024280548,14,pd
133,0.9992499947547911,14,pd
134,0.9034000039100648,14,pd
135,1.0670000314712524,14,pd
136,0.8725299835205078,14,pd
137,1.0602999925613403,14,pd
138,0.92493999004364,14,pd
139,1.0467000007629397,14,pd
140,0.9664400219917296,14,pd
141,0.988070011138916,14,pd
142,1.037700057029724,14,pd
143,0.9366899728775024,14,pd
144,1.0480999946594238,14,pd
145,0.9766299724578856,14,pd
146,1.0300999879837036,14,pd
147,0.9434700012207032,14,pd
148,1.0771000385284424,14,pd
149,0.811460018157959,14,pd
0,1.0241999626159668,15,pd
1,1.066100001335144,15,pd
2,1.0585999488830566,15,pd
3,1.1119999885559082,15,pd
4,1.0614999532699585,15,pd
5,1.1258000135421753,15,pd
6,1.106600046157837,15,pd
7,1.1019999980926514,15,pd
8,1.1003999710083008,15,pd
9,1.1052000522613523,15,pd
10,1.0865999460220337,15,pd
11,1.0635000467300415,15,pd
12,1.1088000535964966,15,pd
13,1.0140999555587769,15,pd
14,1.0779999494552612,15,pd
15,1.093400001525879,15,pd
16,1.0664000511169434,15,pd
17,1.100499987602234,15,pd
18,1.0292999744415283,15,pd
19,1.0631999969482422,15,pd
20,1.066499948501587,15,pd
21,1.0693000555038452,15,pd
22,1.0938999652862549,15,pd
23,1.0780999660491943,15,pd
24,1.0377999544143677,15,pd
25,1.0942000150680542,15,pd
26,1.0779000520706177,15,pd
27,1.1054999828338623,15,pd
28,1.082800030708313,15,pd
29,1.0228999853134155,15,pd
30,1.0992000102996826,15,pd
31,1.041700005531311,15,pd
32,1.0291999578475952,15,pd
33,1.0607999563217163,15,pd
34,1.0760999917984009,15,pd
35,1.0872000455856323,15,pd
36,0.9915400147438048,15,pd
37,1.0722999572753906,15,pd
38,1.058500051498413,15,pd
39,1.0625,15,pd
40,1.0597000122070312,15,pd
41,1.0019999742507937,15,pd
42,1.0348000526428225,15,pd
43,1.0204999446868896,15,pd
44,1.0236999988555908,15,pd
45,0.9957799911499025,15,pd
46,1.0399999618530271,15,pd
47,1.0234999656677246,15,pd
48,1.0083999633789062,15,pd
49,1.0260000228881836,15,pd
50,1.0098999738693235,15,pd
51,1.035099983215332,15,pd
52,0.9571499824523926,15,pd
53,1.0866999626159668,15,pd
54,0.9586899876594543,15,pd
55,1.0681999921798706,15,pd
56,0.9685500264167786,15,pd
57,1.0336999893188477,15,pd
58,1.0335999727249146,15,pd
59,0.9452300071716307,15,pd
60,1.121399998664856,15,pd
61,0.98225998878479,15,pd
62,0.995169997215271,15,pd
63,1.0764000415802002,15,pd
64,0.9752299785614014,15,pd
65,1.038699984550476,15,pd
66,0.9736400246620178,15,pd
67,1.0585999488830566,15,pd
68,1.038599967956543,15,pd
69,0.9939500093460084,15,pd
70,0.9859799742698668,15,pd
71,1.0322999954223633,15,pd
72,1.0403000116348269,15,pd
73,0.9942100048065186,15,pd
74,1.069499969482422,15,pd
75,0.9706900119781494,15,pd
76,1.0829999446868896,15,pd
77,1.0472999811172483,15,pd
78,1.0439000129699707,15,pd
79,0.9866300225257874,15,pd
80,1.069700002670288,15,pd
81,0.9388099908828736,15,pd
82,1.023900032043457,15,pd
83,0.961359977722168,15,pd
84,1.0113999843597412,15,pd
85,0.9578800201416016,15,pd
86,1.055500030517578,15,pd
87,0.9892699718475342,15,pd
88,0.993910014629364,15,pd
89,0.9212599992752076,15,pd
90,1.1104999780654907,15,pd
91,0.877780020236969,15,pd
92,1.0994000434875488,15,pd
93,0.8886299729347229,15,pd
94,1.1261999607086182,15,pd
95,0.8178200125694275,15,pd
96,1.1416000127792358,15,pd
97,0.7767400145530701,15,pd
98,1.194499969482422,15,pd
99,0.7293699979782104,15,pd
0,1.1927000284194946,16,pd
1,1.1706000566482544,16,pd
2,1.1988999843597412,16,pd
3,1.1744999885559082,16,pd
4,1.1660000085830688,16,pd
5,1.163699984550476,16,pd
6,1.169700026512146,16,pd
7,1.1852999925613403,16,pd
8,1.1549999713897705,16,pd
9,1.1627999544143677,16,pd
10,1.148300051689148,16,pd
11,1.1818000078201294,16,pd
12,1.1655999422073364,16,pd
13,1.1531000137329102,16,pd
14,1.1758999824523926,16,pd
15,1.1669000387191772,16,pd
16,1.1567000150680542,16,pd
17,1.1842999458312988,16,pd
18,1.176300048828125,16,pd
19,1.1610000133514404,16,pd
20,1.1678999662399292,16,pd
21,1.1789000034332275,16,pd
22,1.1943000555038452,16,pd
23,1.201799988746643,16,pd
24,1.1747000217437744,16,pd
25,1.17739999294281,16,pd
26,1.172700047492981,16,pd
27,1.1822999715805054,16,pd
28,1.1789000034332275,16,pd
29,1.1739000082015991,16,pd
30,1.1723999977111816,16,pd
31,1.1747000217437744,16,pd
32,1.1577999591827393,16,pd
33,1.146399974822998,16,pd
34,1.152500033378601,16,pd
35,1.149899959564209,16,pd
36,1.138399958610535,16,pd
37,1.160899996757507,16,pd
38,1.1389000415802002,16,pd
39,1.138800024986267,16,pd
40,1.1334999799728394,16,pd
41,1.1297999620437622,16,pd
42,1.1575000286102295,16,pd
43,1.1753000020980835,16,pd
44,1.1561000347137451,16,pd
45,1.14900004863739,16,pd
46,1.1624000072479248,16,pd
47,1.146399974822998,16,pd
48,1.163100004196167,16,pd
49,1.1370999813079834,16,pd
50,1.159500002861023,16,pd
51,1.170799970626831,16,pd
52,1.1527999639511108,16,pd
53,1.1545000076293943,16,pd
54,1.131600022315979,16,pd
55,1.1648999452590942,16,pd
56,1.1464999914169312,16,pd
57,1.0968999862670898,16,pd
58,1.1323000192642212,16,pd
59,1.1401000022888184,16,pd
60,1.1122000217437744,16,pd
61,1.136299967765808,16,pd
62,1.1416000127792358,16,pd
63,1.1439000368118286,16,pd
64,1.163699984550476,16,pd
65,1.131100058555603,16,pd
66,1.1477999687194824,16,pd
67,1.1777000427246094,16,pd
68,1.1518000364303589,16,pd
69,1.1729999780654907,16,pd
70,1.134600043296814,16,pd
71,1.125100016593933,16,pd
72,1.1169999837875366,16,pd
73,1.1009000539779663,16,pd
74,1.082200050354004,16,pd
75,1.0987999439239502,16,pd
76,1.117300033569336,16,pd
77,1.1348999738693235,16,pd
78,1.122599959373474,16,pd
79,1.117300033569336,16,pd
80,1.1098999977111816,16,pd
81,1.1154999732971191,16,pd
82,1.1158000230789185,16,pd
83,1.080299973487854,16,pd
84,1.1172000169754028,16,pd
85,1.1194000244140625,16,pd
86,1.1196000576019287,16,pd
87,1.0894999504089355,16,pd
88,1.1130000352859497,16,pd
89,1.1313999891281128,16,pd
90,1.0951000452041626,16,pd
91,1.0992000102996826,16,pd
92,1.103700041770935,16,pd
93,1.107699990272522,16,pd
94,1.1303999423980713,16,pd
95,1.0591000318527222,16,pd
96,1.090499997138977,16,pd
97,1.1069999933242798,16,pd
98,1.0743999481201172,16,pd
99,1.0383000373840332,16,pd
100,1.139299988746643,16,pd
101,1.1093000173568726,16,pd
102,1.1168999671936035,16,pd
103,1.0807000398635864,16,pd
104,1.083799958229065,16,pd
105,1.0329999923706057,16,pd
106,1.072700023651123,16,pd
107,1.0658999681472778,16,pd
108,1.0025999546051023,16,pd
109,1.0728000402450562,16,pd
110,1.0370999574661257,16,pd
111,1.0480999946594238,16,pd
112,1.1022000312805176,16,pd
113,1.0157999992370603,16,pd
114,1.093000054359436,16,pd
115,1.1103999614715576,16,pd
116,1.0717999935150146,16,pd
117,1.1129000186920166,16,pd
118,1.089100003242493,16,pd
119,1.1051000356674194,16,pd
120,1.0947999954223633,16,pd
121,1.1146999597549438,16,pd
122,1.0901000499725342,16,pd
123,1.0687999725341797,16,pd
124,1.0816999673843384,16,pd
125,1.11489999294281,16,pd
126,1.0829999446868896,16,pd
127,1.1136000156402588,16,pd
128,1.0710999965667725,16,pd
129,1.1247999668121338,16,pd
130,1.0844999551773071,16,pd
131,1.0329999923706057,16,pd
132,1.1216000318527222,16,pd
133,0.985580027103424,16,pd
134,1.0922000408172607,16,pd
135,0.9693099856376648,16,pd
136,1.1289000511169434,16,pd
137,1.0420000553131104,16,pd
138,1.053500056266785,16,pd
139,1.067399978637695,16,pd
140,1.0648000240325928,16,pd
141,1.052899956703186,16,pd
142,1.055500030517578,16,pd
143,1.030500054359436,16,pd
144,1.0684000253677368,16,pd
145,0.9793400168418884,16,pd
146,1.124699950218201,16,pd
147,0.8371700048446655,16,pd
148,1.1783000230789185,16,pd
149,0.8189100027084351,16,pd
150,1.1816999912261963,16,pd
0,1.4681999683380127,17,pd
1,1.545699954032898,17,pd
2,1.4743000268936155,17,pd
3,1.4882999658584597,17,pd
4,1.4459999799728394,17,pd
5,1.4393999576568604,17,pd
6,1.4703999757766724,17,pd
7,1.4732999801635742,17,pd
8,1.4600000381469729,17,pd
9,1.493499994277954,17,pd
10,1.437800049781799,17,pd
11,1.445099949836731,17,pd
12,1.4364999532699585,17,pd
13,1.3631000518798828,17,pd
14,1.5176000595092771,17,pd
15,1.4210000038146973,17,pd
16,1.3358999490737915,17,pd
17,1.5147000551223757,17,pd
18,1.4323999881744385,17,pd
19,1.3880000114440918,17,pd
20,1.4766000509262085,17,pd
21,1.4408999681472778,17,pd
22,1.4845000505447388,17,pd
23,1.4449000358581543,17,pd
24,1.4466999769210815,17,pd
25,1.4342999458312988,17,pd
26,1.3964999914169312,17,pd
27,1.507599949836731,17,pd
28,1.363800048828125,17,pd
29,1.4974000453948977,17,pd
30,1.32860004901886,17,pd
31,1.504699945449829,17,pd
32,1.3480000495910645,17,pd
33,1.5242999792099,17,pd
34,1.436900019645691,17,pd
35,1.4539999961853027,17,pd
36,1.5027999877929688,17,pd
37,1.5140999555587769,17,pd
38,1.4635000228881836,17,pd
39,1.4989999532699585,17,pd
40,1.5026999711990356,17,pd
41,1.4390000104904177,17,pd
42,1.4544999599456787,17,pd
43,1.3895000219345093,17,pd
44,1.445099949836731,17,pd
45,1.4702999591827393,17,pd
46,1.4648000001907349,17,pd
