Age,tree_felling,Record,Transition_start,Transition_end,Period,tsid
1071,25,construction_activity_PII,1118,1157,PII,2
1072,27,construction_activity_PII,1118,1157,PII,2
1073,52,construction_activity_PII,1118,1157,PII,2
1074,36,construction_activity_PII,1118,1157,PII,2
1075,43,construction_activity_PII,1118,1157,PII,2
1076,57,construction_activity_PII,1118,1157,PII,2
1077,89,construction_activity_PII,1118,1157,PII,2
1078,53,construction_activity_PII,1118,1157,PII,2
1079,32,construction_activity_PII,1118,1157,PII,2
1080,82,construction_activity_PII,1118,1157,PII,2
1081,116,construction_activity_PII,1118,1157,PII,2
1082,61,construction_activity_PII,1118,1157,PII,2
1083,26,construction_activity_PII,1118,1157,PII,2
1084,48,construction_activity_PII,1118,1157,PII,2
1085,37,construction_activity_PII,1118,1157,PII,2
1086,56,construction_activity_PII,1118,1157,PII,2
1087,64,construction_activity_PII,1118,1157,PII,2
1088,46,construction_activity_PII,1118,1157,PII,2
1089,52,construction_activity_PII,1118,1157,PII,2
1090,27,construction_activity_PII,1118,1157,PII,2
1091,12,construction_activity_PII,1118,1157,PII,2
1092,33,construction_activity_PII,1118,1157,PII,2
1093,49,construction_activity_PII,1118,1157,PII,2
1094,28,construction_activity_PII,1118,1157,PII,2
1095,28,construction_activity_PII,1118,1157,PII,2
1096,46,construction_activity_PII,1118,1157,PII,2
1097,25,construction_activity_PII,1118,1157,PII,2
1098,29,construction_activity_PII,1118,1157,PII,2
1099,40,construction_activity_PII,1118,1157,PII,2
1100,108,construction_activity_PII,1118,1157,PII,2
1101,72,construction_activity_PII,1118,1157,PII,2
1102,98,construction_activity_PII,1118,1157,PII,2
1103,163,construction_activity_PII,1118,1157,PII,2
1104,110,construction_activity_PII,1118,1157,PII,2
1105,55,construction_activity_PII,1118,1157,PII,2
1106,66,construction_activity_PII,1118,1157,PII,2
1107,30,construction_activity_PII,1118,1157,PII,2
1108,41,construction_activity_PII,1118,1157,PII,2
1109,57,construction_activity_PII,1118,1157,PII,2
1110,127,construction_activity_PII,1118,1157,PII,2
1111,246,construction_activity_PII,1118,1157,PII,2
1112,121,construction_activity_PII,1118,1157,PII,2
1113,53,construction_activity_PII,1118,1157,PII,2
1114,48,construction_activity_PII,1118,1157,PII,2
1115,106,construction_activity_PII,1118,1157,PII,2
1116,77,construction_activity_PII,1118,1157,PII,2
1117,76,construction_activity_PII,1118,1157,PII,2
1118,275,construction_activity_PII,1118,1157,PII,2
1119,199,construction_activity_PII,1118,1157,PII,2
1120,66,construction_activity_PII,1118,1157,PII,2
1121,49,construction_activity_PII,1118,1157,PII,2
1122,60,construction_activity_PII,1118,1157,PII,2
1123,46,construction_activity_PII,1118,1157,PII,2
1124,82,construction_activity_PII,1118,1157,PII,2
1125,35,construction_activity_PII,1118,1157,PII,2
1126,28,construction_activity_PII,1118,1157,PII,2
1127,42,construction_activity_PII,1118,1157,PII,2
1128,89,construction_activity_PII,1118,1157,PII,2
1129,80,construction_activity_PII,1118,1157,PII,2
1130,61,construction_activity_PII,1118,1157,PII,2
1131,25,construction_activity_PII,1118,1157,PII,2
1132,25,construction_activity_PII,1118,1157,PII,2
1133,30,construction_activity_PII,1118,1157,PII,2
1134,31,construction_activity_PII,1118,1157,PII,2
1135,28,construction_activity_PII,1118,1157,PII,2
1136,33,construction_activity_PII,1118,1157,PII,2
1137,35,construction_activity_PII,1118,1157,PII,2
1138,24,construction_activity_PII,1118,1157,PII,2
1139,28,construction_activity_PII,1118,1157,PII,2
1140,18,construction_activity_PII,1118,1157,PII,2
1141,32,construction_activity_PII,1118,1157,PII,2
1142,48,construction_activity_PII,1118,1157,PII,2
1143,26,construction_activity_PII,1118,1157,PII,2
1144,40,construction_activity_PII,1118,1157,PII,2
1145,60,construction_activity_PII,1118,1157,PII,2
1146,29,construction_activity_PII,1118,1157,PII,2
1147,29,construction_activity_PII,1118,1157,PII,2
1148,22,construction_activity_PII,1118,1157,PII,2
1149,33,construction_activity_PII,1118,1157,PII,2
1150,24,construction_activity_PII,1118,1157,PII,2
1151,9,construction_activity_PII,1118,1157,PII,2
1152,25,construction_activity_PII,1118,1157,PII,2
1153,20,construction_activity_PII,1118,1157,PII,2
1154,15,construction_activity_PII,1118,1157,PII,2
1155,22,construction_activity_PII,1118,1157,PII,2
1156,10,construction_activity_PII,1118,1157,PII,2
1157,20,construction_activity_PII,1118,1157,PII,2
1157,20,construction_activity_EPIII,1215,1217,EPIII,3
1158,12,construction_activity_EPIII,1215,1217,EPIII,3
1159,18,construction_activity_EPIII,1215,1217,EPIII,3
1160,30,construction_activity_EPIII,1215,1217,EPIII,3
1161,16,construction_activity_EPIII,1215,1217,EPIII,3
1162,24,construction_activity_EPIII,1215,1217,EPIII,3
1163,30,construction_activity_EPIII,1215,1217,EPIII,3
1164,11,construction_activity_EPIII,1215,1217,EPIII,3
1165,26,construction_activity_EPIII,1215,1217,EPIII,3
1166,15,construction_activity_EPIII,1215,1217,EPIII,3
1167,39,construction_activity_EPIII,1215,1217,EPIII,3
1168,27,construction_activity_EPIII,1215,1217,EPIII,3
1169,19,construction_activity_EPIII,1215,1217,EPIII,3
1170,28,construction_activity_EPIII,1215,1217,EPIII,3
1171,33,construction_activity_EPIII,1215,1217,EPIII,3
1172,33,construction_activity_EPIII,1215,1217,EPIII,3
1173,31,construction_activity_EPIII,1215,1217,EPIII,3
1174,48,construction_activity_EPIII,1215,1217,EPIII,3
1175,20,construction_activity_EPIII,1215,1217,EPIII,3
1176,16,construction_activity_EPIII,1215,1217,EPIII,3
1177,20,construction_activity_EPIII,1215,1217,EPIII,3
1178,34,construction_activity_EPIII,1215,1217,EPIII,3
1179,18,construction_activity_EPIII,1215,1217,EPIII,3
1180,25,construction_activity_EPIII,1215,1217,EPIII,3
1181,47,construction_activity_EPIII,1215,1217,EPIII,3
1182,18,construction_activity_EPIII,1215,1217,EPIII,3
1183,49,construction_activity_EPIII,1215,1217,EPIII,3
1184,48,construction_activity_EPIII,1215,1217,EPIII,3
1185,46,construction_activity_EPIII,1215,1217,EPIII,3
1186,14,construction_activity_EPIII,1215,1217,EPIII,3
1187,22,construction_activity_EPIII,1215,1217,EPIII,3
1188,34,construction_activity_EPIII,1215,1217,EPIII,3
1189,28,construction_activity_EPIII,1215,1217,EPIII,3
1190,48,construction_activity_EPIII,1215,1217,EPIII,3
1191,33,construction_activity_EPIII,1215,1217,EPIII,3
1192,41,construction_activity_EPIII,1215,1217,EPIII,3
1193,60,construction_activity_EPIII,1215,1217,EPIII,3
1194,77,construction_activity_EPIII,1215,1217,EPIII,3
1195,43,construction_activity_EPIII,1215,1217,EPIII,3
1196,56,construction_activity_EPIII,1215,1217,EPIII,3
1197,65,construction_activity_EPIII,1215,1217,EPIII,3
1198,30,construction_activity_EPIII,1215,1217,EPIII,3
1199,32,construction_activity_EPIII,1215,1217,EPIII,3
1200,58,construction_activity_EPIII,1215,1217,EPIII,3
1201,60,construction_activity_EPIII,1215,1217,EPIII,3
1202,51,construction_activity_EPIII,1215,1217,EPIII,3
1203,102,construction_activity_EPIII,1215,1217,EPIII,3
1204,93,construction_activity_EPIII,1215,1217,EPIII,3
1205,43,construction_activity_EPIII,1215,1217,EPIII,3
1206,54,construction_activity_EPIII,1215,1217,EPIII,3
1207,45,construction_activity_EPIII,1215,1217,EPIII,3
1208,48,construction_activity_EPIII,1215,1217,EPIII,3
1209,61,construction_activity_EPIII,1215,1217,EPIII,3
1210,85,construction_activity_EPIII,1215,1217,EPIII,3
1211,139,construction_activity_EPIII,1215,1217,EPIII,3
1212,63,construction_activity_EPIII,1215,1217,EPIII,3
1213,71,construction_activity_EPIII,1215,1217,EPIII,3
1214,55,construction_activity_EPIII,1215,1217,EPIII,3
1215,53,construction_activity_EPIII,1215,1217,EPIII,3
1216,26,construction_activity_EPIII,1215,1217,EPIII,3
1217,17,construction_activity_EPIII,1215,1217,EPIII,3
1217,17,construction_activity_LPIII,1283,1300,LPIII,4
1218,34,construction_activity_LPIII,1283,1300,LPIII,4
1219,39,construction_activity_LPIII,1283,1300,LPIII,4
1220,32,construction_activity_LPIII,1283,1300,LPIII,4
1221,38,construction_activity_LPIII,1283,1300,LPIII,4
1222,40,construction_activity_LPIII,1283,1300,LPIII,4
1223,38,construction_activity_LPIII,1283,1300,LPIII,4
1224,38,construction_activity_LPIII,1283,1300,LPIII,4
1225,33,construction_activity_LPIII,1283,1300,LPIII,4
1226,58,construction_activity_LPIII,1283,1300,LPIII,4
1227,28,construction_activity_LPIII,1283,1300,LPIII,4
1228,50,construction_activity_LPIII,1283,1300,LPIII,4
1229,64,construction_activity_LPIII,1283,1300,LPIII,4
1230,71,construction_activity_LPIII,1283,1300,LPIII,4
1231,75,construction_activity_LPIII,1283,1300,LPIII,4
1232,71,construction_activity_LPIII,1283,1300,LPIII,4
1233,141,construction_activity_LPIII,1283,1300,LPIII,4
1234,61,construction_activity_LPIII,1283,1300,LPIII,4
1235,85,construction_activity_LPIII,1283,1300,LPIII,4
1236,56,construction_activity_LPIII,1283,1300,LPIII,4
1237,68,construction_activity_LPIII,1283,1300,LPIII,4
1238,103,construction_activity_LPIII,1283,1300,LPIII,4
1239,136,construction_activity_LPIII,1283,1300,LPIII,4
1240,102,construction_activity_LPIII,1283,1300,LPIII,4
1241,95,construction_activity_LPIII,1283,1300,LPIII,4
1242,159,construction_activity_LPIII,1283,1300,LPIII,4
1243,99,construction_activity_LPIII,1283,1300,LPIII,4
1244,95,construction_activity_LPIII,1283,1300,LPIII,4
1245,82,construction_activity_LPIII,1283,1300,LPIII,4
1246,74,construction_activity_LPIII,1283,1300,LPIII,4
1247,132,construction_activity_LPIII,1283,1300,LPIII,4
1248,123,construction_activity_LPIII,1283,1300,LPIII,4
1249,97,construction_activity_LPIII,1283,1300,LPIII,4
1250,127,construction_activity_LPIII,1283,1300,LPIII,4
1251,59,construction_activity_LPIII,1283,1300,LPIII,4
1252,70,construction_activity_LPIII,1283,1300,LPIII,4
1253,120,construction_activity_LPIII,1283,1300,LPIII,4
1254,58,construction_activity_LPIII,1283,1300,LPIII,4
1255,83,construction_activity_LPIII,1283,1300,LPIII,4
1256,90,construction_activity_LPIII,1283,1300,LPIII,4
1257,158,construction_activity_LPIII,1283,1300,LPIII,4
1258,40,construction_activity_LPIII,1283,1300,LPIII,4
1259,73,construction_activity_LPIII,1283,1300,LPIII,4
1260,102,construction_activity_LPIII,1283,1300,LPIII,4
1261,103,construction_activity_LPIII,1283,1300,LPIII,4
1262,107,construction_activity_LPIII,1283,1300,LPIII,4
1263,71,construction_activity_LPIII,1283,1300,LPIII,4
1264,112,construction_activity_LPIII,1283,1300,LPIII,4
1265,108,construction_activity_LPIII,1283,1300,LPIII,4
1266,151,construction_activity_LPIII,1283,1300,LPIII,4
1267,147,construction_activity_LPIII,1283,1300,LPIII,4
1268,120,construction_activity_LPIII,1283,1300,LPIII,4
1269,127,construction_activity_LPIII,1283,1300,LPIII,4
1270,126,construction_activity_LPIII,1283,1300,LPIII,4
1271,135,construction_activity_LPIII,1283,1300,LPIII,4
1272,102,construction_activity_LPIII,1283,1300,LPIII,4
1273,126,construction_activity_LPIII,1283,1300,LPIII,4
1274,150,construction_activity_LPIII,1283,1300,LPIII,4
1275,271,construction_activity_LPIII,1283,1300,LPIII,4
1276,80,construction_activity_LPIII,1283,1300,LPIII,4
1277,92,construction_activity_LPIII,1283,1300,LPIII,4
1278,72,construction_activity_LPIII,1283,1300,LPIII,4
1279,103,construction_activity_LPIII,1283,1300,LPIII,4
1280,121,construction_activity_LPIII,1283,1300,LPIII,4
1281,105,construction_activity_LPIII,1283,1300,LPIII,4
1282,108,construction_activity_LPIII,1283,1300,LPIII,4
1283,104,construction_activity_LPIII,1283,1300,LPIII,4
1284,106,construction_activity_LPIII,1283,1300,LPIII,4
1285,80,construction_activity_LPIII,1283,1300,LPIII,4
1286,45,construction_activity_LPIII,1283,1300,LPIII,4
1287,60,construction_activity_LPIII,1283,1300,LPIII,4
1288,27,construction_activity_LPIII,1283,1300,LPIII,4
1289,27,construction_activity_LPIII,1283,1300,LPIII,4
1290,50,construction_activity_LPIII,1283,1300,LPIII,4
1291,35,construction_activity_LPIII,1283,1300,LPIII,4
1292,49,construction_activity_LPIII,1283,1300,LPIII,4
1293,44,construction_activity_LPIII,1283,1300,LPIII,4
1294,31,construction_activity_LPIII,1283,1300,LPIII,4
1295,25,construction_activity_LPIII,1283,1300,LPIII,4
1296,48,construction_activity_LPIII,1283,1300,LPIII,4
1297,22,construction_activity_LPIII,1283,1300,LPIII,4
1298,54,construction_activity_LPIII,1283,1300,LPIII,4
1299,37,construction_activity_LPIII,1283,1300,LPIII,4
1300,45,construction_activity_LPIII,1283,1300,LPIII,4
