SDML probability
0.99994326
0.99993646
0.9999305
0.99993634
0.9999312
0.9999385
0.9999342
0.999931
0.9999399
0.99994254
0.9999471
0.9999486
0.9999516
0.99994814
0.9999372
0.999926
0.9999372
0.99994266
0.9999542
0.99994373
0.010780163
0.010780163
0.008682213
0.008682213
0.008682213
0.008682213
0.00839512
0.00839512
0.00839512
0.018843094
0.018843094
0.018843094
0.018843262
0.028525295
0.028525295
0.028525295
0.20221594
0.20221594
0.20221594
0.8363983
0.85028714
0.9879601
0.9879601
0.9879601
0.99175537
0.99175537
0.99175537
0.99434
0.99434
0.99434
0.9970228
0.9970228
0.9970228
0.99371815
0.99371815
0.99371815
0.99534434
0.99534434
0.99534434
0.9955694
0.99995875
0.99995863
0.9999521
0.99995553
0.9999597
0.9999596
0.99996376
0.9999651
0.9999646
0.9999676
0.999972
0.9999701
0.9999707
0.99996746
0.999964
0.9999682
0.99997056
0.9999647
0.9999665
0.9999646
0.01151619
0.01151619
0.009556063
0.009556063
0.009556063
0.009556063
0.008180644
0.008180644
0.008180644
0.04005951
0.04005951
0.04005951
0.040064458
0.13320549
0.13320549
0.13320549
0.6392638
0.6392638
0.6392638
0.94168806
0.9665373
0.9879639
0.9879639
0.9879639
0.9930988
0.9930988
0.9930988
0.9905027
0.9905027
0.9905027
0.9882179
0.9882179
0.9882179
0.94052476
0.94052476
0.94052476
0.9780101
0.9780101
0.9780101
0.99003804
0.9960497
0.99589276
0.9957147
0.99589753
0.9959644
0.9958906
0.99619377
0.9962275
0.9962536
0.99626714
0.9960758
0.99644166
0.99654275
0.9965397
0.9965823
0.9963665
0.99606884
0.9962379
0.99646205
0.99653757
0.9756444
0.9756444
0.9701792
0.9701792
0.9701792
0.9701792
0.9764006
0.9764006
0.9764006
0.98142
0.98142
0.98142
0.9814182
0.98562974
0.98562974
0.98562974
0.98569703
0.98569703
0.98569703
0.98693776
0.9848232
0.98727524
0.98727524
0.98727524
0.9854798
0.9854798
0.9854798
0.98821044
0.98821044
0.98821044
0.98653644
0.98653644
0.98653644
0.9953151
0.9953151
0.9953151
0.9967784
0.9967784
0.9967784
0.99370897
0.998781
0.9987074
0.9987079
0.99866164
0.9986432
0.9987425
0.99884003
0.99864167
0.9987205
0.99865377
0.9987111
0.9987393
0.9987639
0.9989202
0.9990369
0.99841344
0.99887663
0.9984793
0.9981811
0.9988136
0.97610825
0.97610825
0.9781211
0.9781211
0.9781211
0.9781211
0.9844698
0.9844698
0.9844698
0.9871766
0.9871766
0.9871766
0.9871766
0.9862468
0.9862468
0.9862468
0.9904232
0.9904232
0.9904232
0.99048764
0.9885422
0.98419017
0.98419017
0.98419017
0.99003124
0.99003124
0.99003124
0.99054444
0.99054444
0.99054444
0.9825684
0.9825684
0.9825684
0.99812263
0.99812263
0.99812263
0.998638
0.998638
0.998638
0.99765366
0.99993014
0.99992573
0.9999198
0.9999199
0.99992526
0.99993074
0.9999274
0.99993205
0.99993443
0.9999305
0.9999304
0.9999187
0.99993885
0.99994373
0.99993587
0.99991107
0.99991703
0.99991536
0.99990344
0.9999461
0.040801402
0.040801402
0.04647097
0.04647097
0.04647097
0.04647097
0.10294041
0.10294041
0.10294041
0.23509987
0.23509987
0.23509987
0.23515837
0.7100746
0.7100746
0.7100746
0.9786227
0.9786227
0.9786227
0.9924482
0.9956791
0.99878174
0.99878174
0.99878174
0.9987784
0.9987784
0.9987784
0.9982539
0.9982539
0.9982539
0.99755424
0.99755424
0.99755424
0.99809366
0.99809366
0.99809366
0.9995635
0.9995635
0.9995635
0.99966586
0.9988539
0.9988834
0.9988864
0.99882525
0.9988758
0.99881554
0.9990445
0.99907327
0.9991359
0.9990521
0.9990706
0.99914026
0.9991892
0.99907506
0.99908984
0.9990532
0.9989538
0.9990625
0.9991744
0.99910575
0.9774204
0.9774204
0.9828887
0.9828887
0.9828887
0.9828887
0.9778226
0.9778226
0.9778226
0.9877108
0.9877108
0.9877108
0.9877101
0.9939253
0.9939253
0.9939253
0.995589
0.995589
0.995589
0.99529284
0.99290997
0.9936939
0.9936939
0.9936939
0.99632806
0.99632806
0.99632806
0.99619627
0.99619627
0.99619627
0.9960068
0.9960068
0.9960068
0.9983088
0.9983088
0.9983088
0.99829155
0.99829155
0.99829155
0.998154
0.9997718
0.99976283
0.99973696
0.9997578
0.99976474
0.9997669
0.99977404
0.9997625
0.9997689
0.9997671
0.99975663
0.9997743
0.9997664
0.9997912
0.999767
0.99976224
0.9997508
0.9997595
0.9997837
0.9997813
0.0765462
0.0765462
0.061806735
0.061806735
0.061806735
0.061806735
0.14486483
0.14486483
0.14486483
0.17559889
0.17559889
0.17559889
0.17560145
0.4963591
0.4963591
0.4963591
0.89878535
0.89878535
0.89878535
0.9429192
0.8657417
0.96591824
0.96591824
0.96591824
0.9538642
0.9538642
0.9538642
0.9589131
0.9589131
0.9589131
0.9668074
0.9668074
0.9668074
0.9978084
0.9978084
0.9978084
0.9977404
0.9977404
0.9977404
0.9927626
0.9999366
0.99993575
0.9999305
0.99993336
0.9999337
0.9999368
0.99994063
0.99993455
0.99993527
0.99993455
0.9999306
0.9999391
0.9999448
0.9999435
0.99993765
0.99991834
0.99993086
0.99992955
0.9999244
0.99994123
0.0008843581
0.0008843581
0.0015050418
0.0015050418
0.0015050418
0.0015050418
0.0010885042
0.0010885042
0.0010885042
0.0011809753
0.0011809753
0.0011809753
0.0011812757
0.0011126195
0.0011126195
0.0011126195
0.0058943336
0.0058943336
0.0058943336
0.026109291
0.06530973
0.18363535
0.18363535
0.18363535
0.34296256
0.34296256
0.34296256
0.4951428
0.4951428
0.4951428
0.5859796
0.5859796
0.5859796
0.9858828
0.9858828
0.9858828
0.99376935
0.99376935
0.99376935
0.9352629
0.9984503
0.9983537
0.99856037
0.99862933
0.998642
0.9987721
0.9989322
0.9988696
0.9989819
0.998899
0.99875975
0.9986998
0.99855036
0.99859375
0.99890137
0.9989668
0.9988438
0.9988175
0.9986632
0.99872845
0.9798278
0.9798278
0.986324
0.986324
0.986324
0.986324
0.989291
0.989291
0.989291
0.992272
0.992272
0.992272
0.9922718
0.993824
0.993824
0.993824
0.9947672
0.9947672
0.9947672
0.994669
0.99412775
0.9934772
0.9934772
0.9934772
0.99316484
0.99316484
0.99316484
0.9935203
0.9935203
0.9935203
0.9919817
0.9919817
0.9919817
0.994959
0.994959
0.994959
0.99626106
0.99626106
0.99626106
0.9967102
0.9999764
0.9999765
0.999977
0.99997735
0.99997663
0.9999759
0.99997663
0.99997735
0.99997926
0.9999796
0.99997926
0.9999789
0.9999796
0.99997807
0.99997425
0.99997735
0.99997914
0.99998105
0.99998033
0.99997926
0.006322472
0.006322472
0.0035083012
0.0035083012
0.0035083012
0.0035083012
0.005312805
0.005312805
0.005312805
0.008080162
0.008080162
0.008080162
0.0080793565
0.023748951
0.023748951
0.023748951
0.1817491
0.1817491
0.1817491
0.7136717
0.82089275
0.9558585
0.9558585
0.9558585
0.9852502
0.9852502
0.9852502
0.9578241
0.9578241
0.9578241
0.97274923
0.97274923
0.97274923
0.96635234
0.96635234
0.96635234
0.9762457
0.9762457
0.9762457
0.9756174
