fpr,tpr,thresholds,auc,ews
0.0,0.0,inf,0.6130555555555556,Variance
0.0,0.008333333333333333,0.8781838316722037,0.6130555555555556,Variance
0.0,0.275,0.6739130434782609,0.6130555555555556,Variance
0.03333333333333333,0.275,0.6666666666666667,0.6130555555555556,Variance
0.03333333333333333,0.2833333333333333,0.6442687747035574,0.6130555555555556,Variance
0.06666666666666667,0.2833333333333333,0.6428571428571428,0.6130555555555556,Variance
0.06666666666666667,0.2916666666666667,0.6363636363636364,0.6130555555555556,Variance
0.09166666666666666,0.2916666666666667,0.6190476190476191,0.6130555555555556,Variance
0.09166666666666666,0.3,0.6105263157894737,0.6130555555555556,Variance
0.11666666666666667,0.3,0.606060606060606,0.6130555555555556,Variance
0.11666666666666667,0.30833333333333335,0.6023391812865496,0.6130555555555556,Variance
0.14166666666666666,0.30833333333333335,0.6000000000000001,0.6130555555555556,Variance
0.14166666666666666,0.3416666666666667,0.5833333333333334,0.6130555555555556,Variance
0.14166666666666666,0.35,0.5816993464052289,0.6130555555555556,Variance
0.16666666666666666,0.35,0.564102564102564,0.6130555555555556,Variance
0.16666666666666666,0.375,0.561904761904762,0.6130555555555556,Variance
0.2,0.375,0.5604395604395604,0.6130555555555556,Variance
0.2,0.38333333333333336,0.5441176470588235,0.6130555555555556,Variance
0.2,0.4166666666666667,0.5384615384615384,0.6130555555555556,Variance
0.225,0.4166666666666667,0.5238095238095238,0.6130555555555556,Variance
0.225,0.44166666666666665,0.5128205128205127,0.6130555555555556,Variance
0.25,0.44166666666666665,0.5111111111111111,0.6130555555555556,Variance
0.3,0.44166666666666665,0.5,0.6130555555555556,Variance
0.35,0.44166666666666665,0.4871794871794871,0.6130555555555556,Variance
0.35,0.45,0.48333333333333334,0.6130555555555556,Variance
0.38333333333333336,0.475,0.4666666666666666,0.6130555555555556,Variance
0.38333333333333336,0.5083333333333333,0.4545454545454545,0.6130555555555556,Variance
0.4583333333333333,0.5083333333333333,0.4411764705882352,0.6130555555555556,Variance
0.4583333333333333,0.5333333333333333,0.4285714285714286,0.6130555555555556,Variance
0.48333333333333334,0.5666666666666667,0.42857142857142855,0.6130555555555556,Variance
0.48333333333333334,0.5916666666666667,0.41176470588235287,0.6130555555555556,Variance
0.48333333333333334,0.6333333333333333,0.39999999999999997,0.6130555555555556,Variance
0.48333333333333334,0.6666666666666666,0.39869281045751637,0.6130555555555556,Variance
0.55,0.6666666666666666,0.3725490196078432,0.6130555555555556,Variance
0.575,0.6916666666666667,0.34545454545454546,0.6130555555555556,Variance
0.575,0.7166666666666667,0.33333333333333337,0.6130555555555556,Variance
0.6,0.7416666666666667,0.3333333333333333,0.6130555555555556,Variance
0.6,0.7666666666666667,0.27472527472527475,0.6130555555555556,Variance
0.6,0.8,0.24444444444444444,0.6130555555555556,Variance
0.625,0.8,0.23809523809523814,0.6130555555555556,Variance
0.6416666666666667,0.8,0.19999999999999998,0.6130555555555556,Variance
0.6416666666666667,0.825,0.17948717948717946,0.6130555555555556,Variance
0.7583333333333333,0.825,0.03271692745376956,0.6130555555555556,Variance
0.7583333333333333,0.85,0.0303030303030303,0.6130555555555556,Variance
0.8333333333333334,0.85,-0.045478589119519394,0.6130555555555556,Variance
0.8583333333333333,0.85,-0.06666666666666665,0.6130555555555556,Variance
0.8916666666666667,0.85,-0.14280110945908334,0.6130555555555556,Variance
0.8916666666666667,0.875,-0.16363636363636364,0.6130555555555556,Variance
0.9916666666666667,0.875,-0.3529411764705882,0.6130555555555556,Variance
0.9916666666666667,0.925,-0.4666666666666666,0.6130555555555556,Variance
1.0,0.925,-0.5333333333333333,0.6130555555555556,Variance
1.0,1.0,-0.7777777777777778,0.6130555555555556,Variance
0.0,0.0,inf,0.7063541666666666,Lag-1 AC
0.016666666666666666,0.0,0.7999999999999999,0.7063541666666666,Lag-1 AC
0.05,0.025,0.7857142857142856,0.7063541666666666,Lag-1 AC
0.05,0.075,0.7777777777777777,0.7063541666666666,Lag-1 AC
0.1,0.075,0.7222222222222222,0.7063541666666666,Lag-1 AC
0.125,0.1,0.7142857142857143,0.7063541666666666,Lag-1 AC
0.15,0.1,0.6727272727272727,0.7063541666666666,Lag-1 AC
0.18333333333333332,0.1,0.6363636363636362,0.7063541666666666,Lag-1 AC
0.21666666666666667,0.125,0.6,0.7063541666666666,Lag-1 AC
0.24166666666666667,0.125,0.5128205128205127,0.7063541666666666,Lag-1 AC
0.24166666666666667,0.15,0.4909090909090909,0.7063541666666666,Lag-1 AC
0.24166666666666667,0.21666666666666667,0.42697414395527594,0.7063541666666666,Lag-1 AC
0.24166666666666667,0.25,0.4242424242424242,0.7063541666666666,Lag-1 AC
0.24166666666666667,0.2916666666666667,0.38461538461538464,0.7063541666666666,Lag-1 AC
0.24166666666666667,0.31666666666666665,0.3846153846153845,0.7063541666666666,Lag-1 AC
0.275,0.31666666666666665,0.38333333333333336,0.7063541666666666,Lag-1 AC
0.275,0.38333333333333336,0.3374295954941116,0.7063541666666666,Lag-1 AC
0.275,0.4083333333333333,0.3333333333333333,0.7063541666666666,Lag-1 AC
0.275,0.43333333333333335,0.31951219512195117,0.7063541666666666,Lag-1 AC
0.30833333333333335,0.4666666666666667,0.3186813186813187,0.7063541666666666,Lag-1 AC
0.3333333333333333,0.4666666666666667,0.3142857142857143,0.7063541666666666,Lag-1 AC
0.3333333333333333,0.475,0.31205673758865254,0.7063541666666666,Lag-1 AC
0.3333333333333333,0.5,0.3090909090909091,0.7063541666666666,Lag-1 AC
