Age,Proxy,Climate_proxy,Record,Transition_start,Transition_end,Period,tsid
90288.78705636744,-467.35500769146256,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
90188.58246346556,-472.00910075001906,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
90088.37787056368,-472.080701983299,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89988.1732776618,-464.33293806541445,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89887.96868475992,-465.73687682672215,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89787.76409185803,-467.5,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89687.55949895617,-467.5,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89587.35490605427,-465.17415223156326,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89487.15031315241,-464.5714931220862,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89386.94572025051,-468.8204375999786,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89286.74112734865,-466.47902574808654,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89186.53653444676,-463.44463637143576,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
89086.3319415449,-459.73373812814293,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88986.127348643,-459.1687533552043,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88885.92275574114,-462.42715727209406,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88785.71816283924,-464.1787225639001,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88685.51356993738,-464.76605427974954,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88585.30897703549,-464.7586243863906,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88485.10438413362,-465.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88384.89979123173,-465.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88284.69519832985,-465.0,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88184.49060542797,-464.6733820459289,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
88084.28601252609,-461.7634140761288,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87984.08141962421,-460.7,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87883.87682672233,-459.13483447658814,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87783.67223382046,-459.4759857684731,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87683.46764091858,-460.5690758328676,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87583.2630480167,-458.7204563077842,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87483.05845511482,-462.9573677800975,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87382.85386221294,-457.2233267837405,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87282.64926931106,-456.7947316713743,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87182.44467640918,-460.47370695992237,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
87082.2400835073,-460.55444502435626,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86982.03549060543,-458.9701521025947,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86881.83089770355,-458.75235084830484,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86781.62630480167,-460.01529301067364,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86681.42171189979,-459.78284620737645,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86581.21711899791,-460.8423942574427,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86481.01252609603,-457.2726089982149,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86380.80793319416,-456.1036227434607,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86280.60334029228,-456.4365098857915,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86180.3987473904,-454.87056060419997,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
86080.19415448852,-454.2,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85979.98956158664,-454.6299753840401,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85879.78496868476,-455.08911912255013,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85779.58037578288,-454.8543196610585,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85679.375782881,-451.9836743215032,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85579.17118997913,-449.0683846555325,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85478.96659707725,-449.0724491127348,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85378.76200417537,-450.21674060542796,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85278.55741127349,-453.4437977128969,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85178.35281837161,-452.064975108399,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
85078.14822546973,-449.5414339770354,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84977.94363256785,-451.7183973020715,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84877.73903966598,-454.6882560059825,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84777.5344467641,-455.1332402063122,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84677.32985386222,-451.83116428456736,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84577.12526096034,-444.5107111590012,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84476.92066805846,-454.06261178450063,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84376.71607515658,-458.79082910826133,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84276.51148225469,-458.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84176.30688935283,-458.3,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
84076.10229645093,-461.16756553003967,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83975.89770354907,-461.52199502387987,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83875.69311064717,-456.041585392453,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83775.48851774531,-454.31495964852144,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83675.28392484342,-457.514590255521,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83575.07933194155,-458.24902177154866,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83474.87473903966,-456.6494565884811,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83374.6701461378,-457.8642111541901,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83274.4655532359,-458.8,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83174.26096033404,-458.0841245348102,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
83074.05636743215,-452.23028405136927,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82973.85177453027,-452.2801670146136,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82873.64718162839,-453.03917777420935,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82773.44258872651,-458.78411596930243,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82673.23799582463,-462.87175421768336,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82573.03340292275,-462.60058680810243,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82472.82881002087,-461.93275373923996,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82372.624217119,-464.1600167014615,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82272.41962421712,-456.64196242171164,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82172.21503131524,-452.5196370643971,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
82072.01043841336,-456.84125322362763,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81971.80584551148,-457.60582463465556,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81871.6012526096,-457.9005696391291,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81771.39665970772,-458.1748762302416,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81671.19206680584,-458.3131315240084,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81570.98747390397,-457.4473177816102,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81470.78288100209,-458.0362600656129,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81370.57828810021,-461.79338900487124,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81270.37369519833,-456.84069468397325,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81170.16910229645,-459.7891291380853,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
81069.96450939457,-466.2590027926145,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80969.7599164927,-464.1633666630041,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80869.55532359082,-462.6075043728489,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80769.35073068894,-464.1,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80669.14613778706,-462.68522823449763,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80568.94154488518,-461.14959656942955,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80468.7369519833,-464.5332326118007,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80368.53235908142,-471.99455656073593,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80268.32776617954,-472.5292524107765,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80168.12317327767,-473.3452609603344,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
80067.91858037579,-462.29185803757866,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79967.71398747391,-463.08672462607564,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79867.50939457203,-468.07477867921045,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79767.30480167015,-466.65376731827683,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79667.10020876827,-466.28230287457836,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79566.8956158664,-468.3995824634655,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79466.69102296451,-467.21790462586574,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79366.48643006264,-462.83113709116196,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79266.28183716076,-465.31849247335447,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79166.07724425888,-464.4,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
79065.872651357,-467.1596568706167,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78965.6680584551,-472.40920341072035,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78865.46346555324,-471.2038508941823,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78765.25887265135,-470.43975507917935,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78665.05427974949,-472.4751565762003,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78564.84968684759,-473.01213838353704,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78464.64509394573,-475.099054402554,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78364.44050104383,-470.7852768664872,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78264.23590814197,-460.7378602608233,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78164.03131524008,-475.0594053703842,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
78063.82672233821,-477.1648510153733,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
77963.62212943632,-474.97670434094016,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
77863.41753653446,-474.4490237013386,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
77763.21294363256,-470.47882784255813,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
77663.0083507307,-470.2888579602567,d2H (%),End_of_glaciation_I,17000,13828.0,I,1
