fpr,tpr,thresholds,auc,ews
0.0,0.0,inf,0.8557812499999999,Variance
0.0,0.0125,0.9260890454836642,0.8557812499999999,Variance
0.0,0.5,0.5027450980392157,0.8557812499999999,Variance
0.1625,0.5,-0.5180327868852458,0.8557812499999999,Variance
0.1625,0.5125,-0.5199783599969086,0.8557812499999999,Variance
0.2,0.5125,-0.556935817805383,0.8557812499999999,Variance
0.2,0.5625,-0.5748546511627908,0.8557812499999999,Variance
0.2125,0.5625,-0.5793939393939395,0.8557812499999999,Variance
0.2125,0.5875,-0.5982030548068284,0.8557812499999999,Variance
0.2375,0.5875,-0.6101568334578044,0.8557812499999999,Variance
0.2375,0.65,-0.6332673267326734,0.8557812499999999,Variance
0.25,0.65,-0.6418620455317704,0.8557812499999999,Variance
0.25,0.675,-0.6441913894715812,0.8557812499999999,Variance
0.2625,0.675,-0.6468679000324571,0.8557812499999999,Variance
0.2625,0.6875,-0.66638710278632,0.8557812499999999,Variance
0.275,0.6875,-0.6668773704171934,0.8557812499999999,Variance
0.275,0.7,-0.6741854636591478,0.8557812499999999,Variance
0.2875,0.7,-0.6796943873053187,0.8557812499999999,Variance
0.2875,0.725,-0.6821192052980133,0.8557812499999999,Variance
0.3,0.725,-0.6893604479811376,0.8557812499999999,Variance
0.3,0.775,-0.7109706826893194,0.8557812499999999,Variance
0.325,0.775,-0.7141308765749897,0.8557812499999999,Variance
0.325,0.85,-0.7298076923076924,0.8557812499999999,Variance
0.3375,0.85,-0.7313015873015873,0.8557812499999999,Variance
0.3375,0.8625,-0.7340994424849243,0.8557812499999999,Variance
0.35,0.8625,-0.7372193024366936,0.8557812499999999,Variance
0.35,0.9875,-0.745279526101444,0.8557812499999999,Variance
0.3625,0.9875,-0.7507927187316502,0.8557812499999999,Variance
0.3625,1.0,-0.7513958272112841,0.8557812499999999,Variance
1.0,1.0,-0.8734542715460424,0.8557812499999999,Variance
0.0,0.0,inf,0.729875283446712,Lag-1 AC
0.0,0.023809523809523808,0.8915193287383877,0.729875283446712,Lag-1 AC
0.0,0.5,0.711372549019608,0.729875283446712,Lag-1 AC
0.42857142857142855,0.5,-0.2390873015873016,0.729875283446712,Lag-1 AC
0.42857142857142855,0.7142857142857143,-0.3311221669430625,0.729875283446712,Lag-1 AC
0.4523809523809524,0.7142857142857143,-0.3313355309159924,0.729875283446712,Lag-1 AC
0.4523809523809524,0.7380952380952381,-0.3418672930123312,0.729875283446712,Lag-1 AC
0.5476190476190477,0.7380952380952381,-0.3847455834126733,0.729875283446712,Lag-1 AC
0.5476190476190477,0.7619047619047619,-0.3890257558790593,0.729875283446712,Lag-1 AC
0.5714285714285714,0.7619047619047619,-0.43950786056049224,0.729875283446712,Lag-1 AC
0.5714285714285714,0.8095238095238095,-0.4657534246575343,0.729875283446712,Lag-1 AC
0.5952380952380952,0.8095238095238095,-0.4832848837209302,0.729875283446712,Lag-1 AC
0.5952380952380952,0.8571428571428571,-0.5201640464798359,0.729875283446712,Lag-1 AC
0.6190476190476191,0.8571428571428571,-0.5266194597429845,0.729875283446712,Lag-1 AC
0.6190476190476191,0.9047619047619048,-0.5645889792231256,0.729875283446712,Lag-1 AC
0.6428571428571429,0.9047619047619048,-0.565546218487395,0.729875283446712,Lag-1 AC
0.6428571428571429,0.9285714285714286,-0.5892857142857142,0.729875283446712,Lag-1 AC
0.7380952380952381,0.9285714285714286,-0.6675324675324676,0.729875283446712,Lag-1 AC
0.7380952380952381,0.9523809523809523,-0.6727060198714202,0.729875283446712,Lag-1 AC
0.7619047619047619,0.9761904761904762,-0.6847058823529413,0.729875283446712,Lag-1 AC
0.7857142857142857,0.9761904761904762,-0.6942574257425743,0.729875283446712,Lag-1 AC
0.7857142857142857,1.0,-0.7050505050505051,0.729875283446712,Lag-1 AC
1.0,1.0,-0.8046088932164882,0.729875283446712,Lag-1 AC
