Age,SD_probability_mean,SD_probability_error
-90.717895,1.5829321598978964e-07,9.131051550056836e-11
-90.684211,1.8763709408744625e-07,1.0648221770163615e-10
-90.650526,2.203182855726211e-07,1.2308495873756002e-10
-90.616842,2.744095394418292e-07,1.499987477340107e-10
-90.583158,2.9821135371289496e-07,1.6165005544248894e-10
-90.549474,2.883785007085637e-07,1.5684975924810244e-10
-90.515789,3.3099561927105295e-07,1.7753081314985827e-10
-90.482105,4.359823329921884e-07,2.2727427773385198e-10
-90.448421,4.793085453424648e-07,2.4738132782706034e-10
-90.414737,4.995756801902053e-07,2.5671307737030717e-10
-90.381053,5.599796299294997e-07,2.842685328618624e-10
-90.347368,6.696431313733524e-07,3.3341988573794036e-10
-90.313684,7.418206341055794e-07,3.6523063697819367e-10
-90.28,8.042703288068943e-07,3.9244776755535685e-10
-90.246316,9.307407923785364e-07,4.46788710367071e-10
-90.212632,1.0077075984668692e-06,4.793995687012297e-10
-90.178947,1.0013822251677774e-06,4.767317067222119e-10
-90.145263,1.1440241884224863e-06,5.363991316428166e-10
-90.111579,1.3316236494880786e-06,6.13441354184715e-10
-90.077895,1.5393772005293466e-06,6.971210974286557e-10
-90.044211,1.5415270011621077e-06,6.979788496874603e-10
-90.010526,1.7408022380566809e-06,7.768244855285935e-10
-89.976842,1.939596695129022e-06,8.542734851630311e-10
-89.943158,2.121676829725521e-06,9.242617767360582e-10
-89.909474,2.315253078071412e-06,9.977657132792635e-10
-89.875789,2.6400437128982715e-06,1.1192125486593651e-09
-89.842105,2.6241669910283845e-06,1.1133268968685882e-09
-89.808421,2.714777699342088e-06,1.1468503539875434e-09
-89.774737,3.1573898496025788e-06,1.3084183358264958e-09
-89.741053,3.58584155136412e-06,1.461715114060474e-09
-89.707368,3.950766897027151e-06,1.5901636480907223e-09
-89.673684,4.366345887896239e-06,1.734316124267643e-09
-89.64,5.134523990680919e-06,1.9955143031105316e-09
-89.606316,5.779827439559482e-06,2.2103040505102598e-09
-89.572632,6.08035651373865e-06,2.309045803217048e-09
-89.538947,7.098704310351413e-06,2.638188601270292e-09
-89.505263,8.44533540439823e-06,3.062140873394631e-09
-89.471579,9.151007611441512e-06,3.279837533456333e-09
-89.437895,9.351275782111392e-06,3.341109694134913e-09
-89.404211,9.81027016818795e-06,3.480732193362102e-09
-89.370526,1.1105680173901746e-05,3.869125619415466e-09
-89.336842,1.1743805904368892e-05,4.057612294461052e-09
-89.303158,1.193587989840168e-05,4.114003331262914e-09
-89.269474,1.6901376367334172e-05,5.524621736514501e-09
-89.235789,1.658956242769758e-05,5.438411012861528e-09
-89.202105,1.7296549617905223e-05,5.633476676376317e-09
-89.168421,1.909828648223937e-05,6.124355637826329e-09
-89.134737,2.260727704378088e-05,7.057369756412984e-09
-89.101053,2.2411790174412907e-05,7.006121635034842e-09
-89.067368,2.259073773749765e-05,7.0530370209234895e-09
-89.033684,2.617250700274968e-05,7.9785043027388e-09
-89.0,3.078722534721576e-05,9.136935838726413e-09
-88.966316,3.588011936117955e-05,1.0377870968418074e-08
-88.932632,4.115946644384349e-05,1.1628946404348742e-08
-88.898947,3.868652959919967e-05,1.1047047861075431e-08
-88.865263,4.4804590478495336e-05,1.2474447496588565e-08
-88.831579,5.237078633259399e-05,1.4187958539100518e-08
-88.797895,6.024869112464461e-05,1.592047002498718e-08
-88.764211,5.963234173268478e-05,1.5786632185240523e-08
-88.730526,6.90203740144502e-05,1.779686285409317e-08
-88.696842,8.258253606245228e-05,2.0606232933187786e-08
-88.663158,8.878515675392378e-05,2.1859051202074847e-08
-88.629474,0.0001034596021989,2.4754625482582392e-08
-88.595789,0.000117447919908,2.7437056710606744e-08
-88.562105,0.0001412545601624,3.1857749183221216e-08
-88.528421,0.0001693559095211,3.68851871957706e-08
-88.494737,0.9999988714432704,1.7359740239188164e-09
-88.461053,0.9999999828889397,3.033272304610524e-11
-88.427368,0.9999999951110076,9.01095652750364e-12
-88.393684,0.9999999957568212,7.854457124800532e-12
-88.36,0.9999999957348548,7.893881927480634e-12
-88.326316,0.9999999958004376,7.776158813397124e-12
-88.292632,0.999999994635792,9.858842866527627e-12
-88.258947,0.99999999513647,8.965450230278395e-12
-88.225263,0.9999999958329688,7.71774670029864e-12
-88.191579,0.9999999954154856,8.46634224793673e-12
-88.157895,0.999999995660452,8.027365091543705e-12
-88.124211,0.9999999956649668,8.019265273990463e-12
-88.090526,0.9999999942804252,1.049133358288588e-11
-88.056842,0.9999999953225156,8.632753627903873e-12
-88.023158,0.9999999947665662,9.625756408565104e-12
-87.989474,0.9999999947530466,9.649858745046887e-12
-87.955789,0.9999999902795768,1.7540212470752197e-11
-87.922105,0.9999999643861374,6.166697500441186e-11
-87.888421,0.9999999893011488,1.9248087045952583e-11
-87.854737,0.99999999056144,1.7047209596749555e-11
-87.821053,0.9999999952004878,8.851016008123898e-12
-87.787368,0.9999999955959396,8.143043577370112e-12
-87.753684,0.9999999955697224,8.190039138486552e-12
-87.72,0.9999999953799328,8.529998523836876e-12
-87.686316,0.99999999466899,9.79968466413316e-12
-87.652632,0.9999999953784192,8.53270234687468e-12
-87.618947,0.9999999950475814,9.124265808779093e-12
-87.585263,0.9999999948364122,9.50119164178242e-12
-87.551579,0.9999999920121306,1.4502008582648274e-11
-87.517895,0.9999999877101018,2.201476096924364e-11
-87.484211,0.9999999943008376,1.0455036522003138e-11
-87.450526,0.9999999948209536,9.528762223682264e-12
-87.416842,0.9999999948990872,9.389369014250787e-12
-87.383158,0.999999995622418,8.095568461834685e-12
-87.349474,0.9999999950313134,9.153322204764887e-12
-87.315789,0.9999999959355936,7.5333774539607e-12
-87.282105,0.9999999959451196,7.516255274048784e-12
-87.248421,0.999999995659485,8.029097824440106e-12
-87.214737,0.999999995683734,7.98560158324278e-12
-87.181053,0.9999999933639604,1.2116933770672584e-11
-87.147368,0.9999999947669256,9.625111570451931e-12
-87.113684,0.999999993748889,1.1435081463804816e-11
-87.08,0.99999999257093,1.3517800446769487e-11
-87.046316,0.9999999899780824,1.806704361584282e-11
-87.012632,0.99999999580018,7.776624196402854e-12
-86.978947,0.9999999959543628,7.499640240553202e-12
-86.945263,0.9999999960211182,7.379618708149656e-12
-86.911579,0.9999999960139728,7.392468826990467e-12
-86.877895,0.9999999953418666,8.598127720723717e-12
-86.844211,0.999999995068636,9.086659023027112e-12
-86.810526,0.9999999958817836,7.630068226783616e-12
-86.776842,0.9999999959188436,7.563478536535648e-12
-86.743158,0.9999999956396076,8.06474422891409e-12
-86.709474,0.9999999960309436,7.361947286391123e-12
-86.675789,0.9999999957031168,7.950830626596177e-12
-86.642105,0.9999999955646406,8.199151095086765e-12
-86.608421,0.9999999959302008,7.54306558228974e-12
-86.574737,0.9999999956250468,8.090856161436626e-12
-86.541053,0.9999999954938208,8.32605092771413e-12
-86.507368,0.9999999958352088,7.713725365365599e-12
-86.473684,0.9999999957220528,7.916852585662321e-12
-86.44,0.9999999953276466,8.623570028735052e-12
-86.406316,0.9999999956008684,8.134210310808831e-12
-86.372632,0.9999999959241168,7.554001992698655e-12
-86.338947,0.9999999958962408,7.604095147370938e-12
-86.305263,0.9999999959346748,7.53503056189598e-12
-86.271579,0.9999999959486224,7.509964244210433e-12
-86.237895,0.9999999955662714,8.19622308464606e-12
-86.204211,0.9999999952562248,8.751345730701707e-12
-86.170526,0.999999995326373,8.625850737278855e-12
-86.136842,0.9999999955257431,8.268854789534253e-12
-86.103158,0.9999999955972364,8.140718868658873e-12
-86.069474,0.9999999957514224,7.864151740582639e-12
-86.035789,0.9999999959529732,7.502144456537309e-12
-86.002105,0.9999999960712918,7.289367289864659e-12
-85.968421,0.9999999961173036,7.206567526564209e-12
-85.934737,0.9999999961594768,7.130651659976619e-12
-85.901053,0.999999996256163,6.9565079955018975e-12
-85.867368,0.9999999964061264,6.6861222441807536e-12
-85.833684,0.9999999967531876,6.058992233064408e-12
-85.8,0.9999999972492896,5.1588662891865874e-12
-90.771901,0.00413908,0.00057628955
-90.745455,0.0040563648,0.0005670015
-90.719008,0.0040615615,0.0005656339
-90.692562,0.004118723,0.00056918967
-90.666116,0.0041205627,0.0005684072
-90.639669,0.0044069714,0.0005918056
-90.613223,0.004340393,0.0005873299
-90.586777,0.0043526962,0.00058825465
-90.560331,0.004369543,0.00059007236
-90.533884,0.0045844633,0.00060770614
-90.507438,0.004676738,0.00061590306
-90.480992,0.0045556603,0.0006068392
-90.454545,0.004510371,0.00060292246
-90.428099,0.0044288854,0.00059603027
-90.401653,0.0044726874,0.00059860817
-90.375207,0.00430336,0.0005841659
-90.34876,0.0046584858,0.00061090605
-90.322314,0.0045632264,0.00060333987
-90.295868,0.0045295865,0.0005998336
-90.269421,0.004426942,0.00059138617
-90.242975,0.0045606843,0.0006010289
-90.216529,0.004490956,0.0005952558
-90.190083,0.004536719,0.0005981489
-90.163636,0.004268277,0.00057677715
-90.13719,0.004034814,0.0005568156
-90.110744,0.0039448948,0.00054790755
-90.084298,0.004272354,0.00057265325
-90.057851,0.0041493354,0.0005612841
-90.031405,0.0044396734,0.00058270013
-90.004959,0.004453293,0.0005836839
-89.978512,0.004391224,0.0005793681
-89.952066,0.005070247,0.000628952
-89.92562,0.004726894,0.00060586986
-89.899174,0.0047824215,0.00061146653
-89.872727,0.0046120845,0.00060070853
-89.846281,0.0051660924,0.000641575
-89.819835,0.0050960737,0.00063727633
-89.793388,0.005007074,0.0006323723
-89.766942,0.0048861112,0.0006254551
-89.740496,0.004928657,0.00062986475
-89.71405,0.004853987,0.0006249306
-89.687603,0.0052177766,0.00065160904
-89.661157,0.004816599,0.00062246184
-89.634711,0.004735038,0.00061776023
-89.608264,0.004782406,0.000621562
-89.581818,0.0043654586,0.0005890402
-89.555372,0.0042418214,0.0005792259
-89.528926,0.0043821097,0.0005890778
-89.502479,0.0042126803,0.0005736576
-89.476033,0.0041464954,0.0005671355
-89.449587,0.0041031344,0.0005622892
-89.42314,0.0039205845,0.0005458051
-89.396694,0.0038291893,0.0005369172
-89.370248,0.0041235993,0.0005592835
-89.343802,0.004167814,0.0005604382
-89.317355,0.0041558165,0.0005586668
-89.290909,0.00428423,0.0005685499
-89.264463,0.004231685,0.0005647905
-89.238017,0.0043652225,0.0005756511
-89.21157,0.004259662,0.0005683453
-89.185124,0.0046128063,0.0005955513
-89.158678,0.0043194955,0.0005743311
-89.132231,0.0045291344,0.00059160683
-89.105785,0.004359568,0.0005795836
-89.079339,0.004923389,0.00062188494
-89.052893,0.0045713973,0.0005964591
-89.026446,0.004481998,0.0005916478
-89.0,0.004274307,0.0005767219
-88.973554,0.0041718003,0.0005691304
-88.947107,0.0040786164,0.0005611251
-88.920661,0.0043388596,0.0005807293
-88.894215,0.004609827,0.00059944944
-88.867769,0.005099957,0.00063324143
-88.841322,0.0060722954,0.00069822476
-88.814876,0.0059279883,0.0006899744
-88.78843,0.0062716706,0.00071810454
-88.761983,0.007773737,0.0008241885
-88.735537,0.0072218836,0.0007898569
-88.709091,0.006674055,0.0007612637
-88.682645,0.0065563023,0.00076121447
-88.656198,0.0064579262,0.0007590346
-88.629752,0.0064304746,0.000760279
-88.603306,0.005629949,0.0007014528
-88.57686,0.005620603,0.0007035609
-88.550413,0.00564956,0.0007044514
-88.523967,0.005542185,0.00069419865
-88.497521,0.004744888,0.000629788
-88.471074,0.004719189,0.0006284619
-88.444628,0.0043045757,0.0005909387
-88.418182,0.004333024,0.00059157406
-88.391736,0.0045250524,0.0006033523
-88.365289,0.0042922436,0.0005808397
-88.338843,0.0040523834,0.00055972784
-88.312397,0.0041121105,0.00056343985
-88.28595,0.004457466,0.0005884062
-88.259504,0.0041388054,0.00056105095
-88.233058,0.0039875074,0.0005488262
-88.206612,0.0038870238,0.0005402455
-88.180165,0.004050553,0.00055273576
-88.153719,0.0042868224,0.00056950265
-88.127273,0.004036897,0.00054884865
-88.100826,0.003804035,0.000530354
-88.07438,0.0037967942,0.00052984845
-88.047934,0.004754259,0.00060152006
-88.021488,0.004409276,0.00057442184
-87.995041,0.004431647,0.00057784474
-87.968595,0.00431108,0.000570827
-87.942149,0.0042488133,0.0005676863
-87.915702,0.0043178224,0.000573959
-87.889256,0.0051142373,0.0006317941
-87.86281,0.0046595363,0.00059945683
-87.836364,0.0043616677,0.0005800098
-87.809917,0.004681447,0.00060609216
-87.783471,0.0045264866,0.0005947388
-87.757025,0.0043173595,0.00057947304
-87.730579,0.004452323,0.0005905628
-87.704132,0.0046503907,0.0006050785
-87.677686,0.0048220824,0.0006170668
-87.65124,0.0047105355,0.0006091986
-87.624793,0.0047328817,0.00061219715
-87.598347,0.0049829963,0.0006313152
-87.571901,0.0055570994,0.00067190797
-87.545455,0.0048029567,0.0006193439
-87.519008,0.0047515687,0.00061890314
-87.492562,0.0051184394,0.00064688677
-87.466116,0.0057238685,0.0006891018
-87.439669,0.007406363,0.00080274174
-87.413223,0.02026518,0.0019143497
-87.386777,0.02874675,0.0029047555
-87.360331,0.026584575,0.0026888116
-87.333884,0.028167421,0.00292692
-87.307438,0.023902688,0.002446939
-87.280992,0.025996516,0.0027659156
-87.254545,0.03382986,0.003762994
-87.228099,0.027695155,0.0030564303
-87.201653,0.021437809,0.002443159
-87.175207,0.017248532,0.0020550746
-87.14876,0.014103974,0.0017450146
-87.122314,0.014565682,0.0018484818
-87.095868,0.013879033,0.0017567836
-87.069421,0.011113225,0.001418034
-87.042975,0.011426894,0.0014736587
-87.016529,0.01898927,0.0023329407
-86.990083,0.057819765,0.0064736777
-86.963636,0.044272162,0.0047341795
-86.93719,0.108309604,0.013740565
-86.910744,0.14652288,0.020295309
-86.884298,0.16313633,0.023137396
-86.857851,0.30217588,0.038162794
-86.831405,0.59164894,0.044829763
-86.804959,0.6334531,0.046593785
-86.778512,0.58349097,0.048698917
-86.752066,0.6156185,0.050506778
-86.72562,0.6469482,0.051729713
-86.699174,0.63703793,0.052836567
-86.672727,0.6481652,0.053823758
-86.646281,0.6875052,0.05390273
-86.619835,0.7891537,0.04329811
-86.593388,0.9401185,0.012554899
-86.566942,0.98519075,0.0027958553
-86.540496,0.99416924,0.000990591
-86.51405,0.9955492,0.00080434163
-86.487603,0.99487174,0.0010376665
-86.461157,0.9949114,0.0010898086
-86.434711,0.99597436,0.00083854655
-86.408264,0.99507797,0.0011203559
-86.381818,0.99404633,0.0014759458
-86.355372,0.992092,0.0021498408
-86.328926,0.9903304,0.002794572
-86.302479,0.98883,0.0033601571
-86.276033,0.988146,0.0036567436
-86.249587,0.98852766,0.0035765187
-86.22314,0.9873088,0.004010249
-86.196694,0.9878534,0.003850912
-86.170248,0.98839647,0.0036795058
-86.143802,0.9896797,0.0032332984
-86.117355,0.98962384,0.003243672
-86.090909,0.99041736,0.0029584237
-86.064463,0.99090385,0.0027789748
-86.038017,0.9915789,0.0025306249
-86.01157,0.991485,0.002554789
-85.985124,0.9904474,0.002910186
-85.958678,0.99035627,0.0029530576
-85.932231,0.99027157,0.0029922125
-85.905785,0.98890036,0.003466342
-85.879339,0.9904938,0.0029287152
-85.852893,0.9903433,0.0029797708
-85.826446,0.9893678,0.0033113135
-85.8,0.9897667,0.0031845507
-112.785977,0.0041539934,0.00052997674
-112.763105,0.004078894,0.0005226842
-112.740234,0.0040867357,0.0005217066
-112.717362,0.004162567,0.00052643416
-112.694491,0.004213837,0.0005294796
-112.671619,0.004437304,0.0005456753
-112.648748,0.0043634847,0.0005408669
-112.625876,0.004459834,0.00054809335
-112.603005,0.004326318,0.00053882616
-112.580134,0.004204753,0.0005295872
-112.557262,0.004170351,0.0005266106
-112.534391,0.003990018,0.0005119426
-112.511519,0.004112483,0.00052034133
-112.488648,0.0042005535,0.0005262347
-112.465776,0.0042326413,0.00052809255
-112.442905,0.004377472,0.0005385928
-112.420033,0.004144811,0.0005217576
-112.397162,0.0043364903,0.00053580187
-112.37429,0.004201407,0.00052618113
-112.351419,0.0045003993,0.000547723
-112.328548,0.004304924,0.0005342582
-112.305676,0.0046395427,0.0005580367
-112.282805,0.0045183226,0.0005505113
-112.259933,0.0042321966,0.00053023506
-112.237062,0.0045180903,0.0005508897
-112.21419,0.004648507,0.00056018756
-112.191319,0.0046935133,0.00056335237
-112.168447,0.0046961685,0.00056406297
-112.145576,0.004381544,0.0005427905
-112.122705,0.004155525,0.00052628084
-112.099833,0.0039064893,0.0005064433
-112.076962,0.00388909,0.00050365314
-112.05409,0.0040391446,0.00051316974
-112.031219,0.004268661,0.0005280836
-112.008347,0.004134289,0.0005172858
-111.985476,0.0042748908,0.0005272394
-111.962604,0.0043482366,0.00053252187
-111.939733,0.0043346863,0.0005319335
-111.916861,0.0043493295,0.0005337136
-111.89399,0.004229448,0.00052578445
-111.871119,0.0042373873,0.00052696135
-111.848247,0.004309972,0.00053231505
-111.825376,0.004837108,0.0005683341
-111.802504,0.0045753676,0.0005512903
-111.779633,0.0045843646,0.0005533361
-111.756761,0.004363547,0.00053925865
-111.73389,0.0040553613,0.00051726686
-111.711018,0.004066308,0.0005180805
-111.688147,0.0039476138,0.0005077926
-111.665275,0.0038099196,0.00049559376
-111.642404,0.003970823,0.0005064194
-111.619533,0.00395843,0.0005036162
-111.596661,0.003839064,0.000493212
-111.57379,0.0038321917,0.0004918056
-111.550918,0.0041180532,0.00051209686
-111.528047,0.004153616,0.0005140601
-111.505175,0.0039308667,0.00049787125
-111.482304,0.0040286714,0.00050563057
-111.459432,0.0043408754,0.0005282154
-111.436561,0.0043406766,0.0005287521
-111.413689,0.004508086,0.0005412983
-111.390818,0.0043882537,0.0005346242
-111.367947,0.0041797427,0.0005214131
-111.345075,0.004156917,0.00052070507
-111.322204,0.0040562977,0.00051350734
-111.299332,0.0042100726,0.00052461616
-111.276461,0.003947669,0.00050450134
-111.253589,0.003923653,0.00050218747
-111.230718,0.0039057415,0.0004999512
-111.207846,0.0040394817,0.00050910347
-111.184975,0.004138243,0.00051550433
-111.162104,0.0039720447,0.0005029552
-111.139232,0.0040472406,0.00050855614
-111.116361,0.0039487137,0.0005011314
-111.093489,0.0039645126,0.0005022355
-111.070618,0.0038161748,0.0004904402
-111.047746,0.004053096,0.00050782296
-111.024875,0.0038104777,0.0004889774
-111.002003,0.0040393593,0.00050580583
-110.979132,0.0040347567,0.0005054277
-110.95626,0.004098323,0.00051027123
-110.933389,0.0038756006,0.00049394724
-110.910518,0.0037903064,0.00048739888
-110.887646,0.003958272,0.0005000121
-110.864775,0.0041674753,0.00051539706
-110.841903,0.004047111,0.0005069021
-110.819032,0.004239648,0.0005217158
-110.79616,0.0042946953,0.00052698917
-110.773289,0.0042565647,0.0005253991
-110.750417,0.0043424605,0.00053293374
-110.727546,0.004643473,0.0005552574
-110.704674,0.0045247497,0.0005487369
-110.681803,0.0043759025,0.0005393771
-110.658932,0.00436668,0.0005395171
-110.63606,0.0043744263,0.000540509
-110.613189,0.0042824857,0.00053398404
-110.590317,0.004490624,0.00054869876
-110.567446,0.004271916,0.0005330616
-110.544574,0.0042736446,0.00053284736
-110.521703,0.004139318,0.00052269036
-110.498831,0.004170767,0.00052444695
-110.47596,0.0038670835,0.0005002351
-110.453088,0.0038058027,0.0004941696
-110.430217,0.0038006413,0.000492095
-110.407346,0.0038764086,0.0004962601
-110.384474,0.004294996,0.0005255378
-110.361603,0.00473122,0.0005549588
-110.338731,0.004574795,0.00054588635
-110.31586,0.00412936,0.0005163731
-110.292988,0.004007693,0.00050844584
-110.270117,0.004405566,0.00053775695
-110.247245,0.004588382,0.0005505952
-110.224374,0.0043646563,0.0005354987
-110.201503,0.004846637,0.0005693304
-110.178631,0.004695188,0.0005603809
-110.15576,0.004403845,0.0005414036
-110.132888,0.0040363227,0.000515106
-110.110017,0.0040603145,0.0005169254
-110.087145,0.004436625,0.00054319354
-110.064274,0.005707294,0.0006238255
-110.041402,0.0052884724,0.0005979198
-110.018531,0.005362236,0.00060506223
-109.995659,0.005556208,0.0006203269
-109.972788,0.006703911,0.0006933342
-109.949917,0.0057010734,0.0006340444
-109.927045,0.0049585956,0.0005896426
-109.904174,0.004719707,0.0005758791
-109.881302,0.0045907646,0.00056659535
-109.858431,0.0047433865,0.00057619245
-109.835559,0.0046719173,0.0005689623
-109.812688,0.004271616,0.0005384454
-109.789816,0.004791669,0.0005750798
-109.766945,0.0047024554,0.0005663924
-109.744073,0.004477755,0.0005500644
-109.721202,0.0042889537,0.00053656334
-109.698331,0.0041694986,0.0005275901
-109.675459,0.004708602,0.00056513975
-109.652588,0.0055268044,0.0006162181
-109.629716,0.005397602,0.0006071289
-109.606845,0.0055708853,0.0006208737
-109.583973,0.0052055796,0.00060037954
-109.561102,0.0055157593,0.00062447507
-109.53823,0.0051200376,0.00059992017
-109.515359,0.0048465175,0.00058361783
-109.492487,0.00544337,0.00062596647
-109.469616,0.005372352,0.0006198716
-109.446745,0.0053939777,0.00062207866
-109.423873,0.005450222,0.0006267319
-109.401002,0.0072602355,0.0007463444
-109.37813,0.0078401705,0.0007803525
-109.355259,0.008154163,0.00080508564
-109.332387,0.008395978,0.00082856364
-109.309516,0.009935502,0.0009471808
-109.286644,0.008976302,0.000881462
-109.263773,0.011016248,0.0010508663
-109.240902,0.013404742,0.0012484522
-109.21803,0.018845443,0.0017469757
-109.195159,0.021298405,0.0019837501
-109.172287,0.019519128,0.0018249872
-109.149416,0.017690968,0.0016859364
-109.126544,0.016554605,0.0016170137
-109.103673,0.012424054,0.0012632065
-109.080801,0.011583584,0.0012281337
-109.05793,0.013175344,0.0013923887
-109.035058,0.012835828,0.0013487709
-109.012187,0.013089359,0.0013759779
-108.989316,0.014524257,0.00150754
-108.966444,0.010787371,0.001147365
-108.943573,0.009835402,0.0010810771
-108.920701,0.007961305,0.00090043864
-108.89783,0.006949595,0.00080814597
-108.874958,0.006313731,0.000744237
-108.852087,0.0059300098,0.0007023955
-108.829215,0.006020243,0.0007031202
-108.806344,0.0056229047,0.00065814535
-108.783472,0.005383858,0.00063315406
-108.760601,0.005566081,0.0006436843
-108.73773,0.0062026437,0.0006879829
-108.714858,0.005750347,0.0006461518
-108.691987,0.0070140837,0.00074279617
-108.669115,0.008586459,0.0008516576
-108.646244,0.008210498,0.00081834616
-108.623372,0.008780743,0.0008687635
-108.600501,0.010148524,0.0009788513
-108.577629,0.01099176,0.0010476747
-108.554758,0.012495702,0.001177847
-108.531886,0.012177878,0.001155882
-108.509015,0.01446897,0.0013696105
-108.486144,0.017437542,0.0016414452
-108.463272,0.024859693,0.0023794663
-108.440401,0.4478743,0.036843527
-108.417529,0.88310605,0.014541888
-108.394658,0.97104836,0.0036065774
-108.371786,0.9925564,0.0010086634
-108.348915,0.9956652,0.0007201382
-108.326043,0.99608976,0.00070425135
-108.303172,0.9967025,0.00064864836
-108.280301,0.99683523,0.0006421948
-108.257429,0.99638355,0.0007145939
-108.234558,0.9955435,0.0008765661
-108.211686,0.99351865,0.0014077658
-108.188815,0.9931539,0.0015960826
-108.165943,0.9928795,0.0017377865
-108.143072,0.99267375,0.0018435587
-108.1202,0.992043,0.002072732
-108.097329,0.9903146,0.0026484877
-108.074457,0.9904998,0.0026346028
-108.051586,0.9902884,0.00272997
-108.028715,0.99083865,0.0025690508
-108.005843,0.9913581,0.0024047946
-107.982972,0.9909916,0.0025244483
-107.9601,0.98916084,0.0031107555
-107.937229,0.98791885,0.003526285
-107.914357,0.9859761,0.004163664
-107.891486,0.9855121,0.004347995
-107.868614,0.9825636,0.005273603
-107.845743,0.9819234,0.005517769
-107.822871,0.98243797,0.005405551
-107.8,0.98496866,0.004622309
-133.361555,0.005922836,0.0026216146
-133.330692,0.0060154935,0.0026560298
-133.299829,0.005916437,0.0026181408
-133.268965,0.006303402,0.002760359
-133.238102,0.0062444853,0.0027366611
-133.207239,0.0061481036,0.0027044115
-133.176376,0.0063590915,0.0027809916
-133.145513,0.006297319,0.002759348
-133.11465,0.0063657984,0.002782973
-133.083787,0.0064071203,0.002794411
-133.052923,0.0060758395,0.002680171
-133.02206,0.0059637553,0.0026423896
-132.991197,0.0060128113,0.0026626408
-132.960334,0.006250768,0.0027490228
-132.929471,0.006652099,0.0028700335
-132.898608,0.0063108555,0.0027556124
-132.867745,0.006331681,0.002762801
-132.836881,0.0065052668,0.0028137537
-132.806018,0.007415939,0.0030168863
-132.775155,0.006770587,0.0028667785
-132.744292,0.0066313045,0.0028223472
-132.713429,0.006364266,0.0027444947
-132.682566,0.0062670135,0.0027140055
-132.651703,0.006166573,0.0026789668
-132.620839,0.006165892,0.00267691
-132.589976,0.0060284706,0.0026231115
-132.559113,0.00606778,0.0026352408
-132.52825,0.0060207564,0.0026154572
-132.497387,0.00603413,0.0026207468
-132.466524,0.0059871105,0.0026068971
-132.435661,0.005971101,0.0026075367
-132.404797,0.0059150234,0.002595674
-132.373934,0.0058545223,0.0025827165
-132.343071,0.005796874,0.0025705553
-132.312208,0.0059914864,0.0026523976
-132.281345,0.0059139943,0.0026289918
-132.250482,0.0062612845,0.002762614
-132.219619,0.0064699063,0.0028338165
-132.188756,0.0061823474,0.0027324706
-132.157892,0.006042192,0.0026854454
-132.127029,0.0059094746,0.0026387959
-132.096166,0.005849608,0.0026178078
-132.065303,0.005964849,0.002664412
-132.03444,0.0059659835,0.0026630554
-132.003577,0.005915578,0.002641428
-131.972714,0.006042579,0.002689955
-131.94185,0.0059901387,0.002666842
-131.910987,0.0064451084,0.0028344064
-131.880124,0.0062750303,0.002764878
-131.849261,0.006001803,0.0026634932
-131.818398,0.00620161,0.0027401338
-131.787535,0.0061712605,0.0027262883
-131.756672,0.0060766777,0.0026903034
-131.725808,0.0062378915,0.0027495597
-131.694945,0.006323797,0.0027768824
-131.664082,0.00663602,0.0028716053
-131.633219,0.006705395,0.0028816077
-131.602356,0.0066034487,0.0028435853
-131.571493,0.006789138,0.002883586
-131.54063,0.006788472,0.0028713797
-131.509766,0.0068326807,0.0028704943
-131.478903,0.007085631,0.0029127675
-131.44804,0.0066426666,0.0028003224
-131.417177,0.0065782936,0.0027784423
-131.386314,0.0064611835,0.0027429252
-131.355451,0.006342047,0.002702197
-131.324588,0.0062301937,0.0026589648
-131.293724,0.006262722,0.002664392
-131.262861,0.0064801527,0.0027228277
-131.231998,0.006541361,0.0027351177
-131.201135,0.006748455,0.0027875593
-131.170272,0.009789245,0.0032662258
-131.139409,0.01860274,0.0054128533
-131.108546,0.013830349,0.003925771
-131.077683,0.01379787,0.0038095354
-131.046819,0.009953035,0.003049063
-131.015956,0.009360935,0.0029469025
-130.985093,0.008251086,0.0028144084
-130.95423,0.0078667095,0.0027627705
-130.923367,0.007735395,0.0027470647
-130.892504,0.007760818,0.002757339
-130.861641,0.007753761,0.0027585363
-130.830777,0.007659188,0.0027278713
-130.799914,0.0077334954,0.002735692
-130.769051,0.007739668,0.0027301277
-130.738188,0.0077431425,0.0027191862
-130.707325,0.0081636105,0.0028004923
-130.676462,0.007871041,0.002754233
-130.645599,0.007689167,0.0027367594
-130.614735,0.0072468533,0.0026764956
-130.583872,0.0070373854,0.002667619
-130.553009,0.006997128,0.002692668
-130.522146,0.0077844583,0.0028468722
-130.491283,0.007632234,0.0028394598
-130.46042,0.007806509,0.0028692083
-130.429557,0.0070077353,0.0027675214
-130.398693,0.0066000903,0.0027067135
-130.36783,0.006350941,0.0026598165
-130.336967,0.0063086376,0.0026568389
-130.306104,0.006425511,0.0026932177
-130.275241,0.006748227,0.0027810156
-130.244378,0.0066859038,0.0027623884
-130.213515,0.00675036,0.002778094
-130.182651,0.006389609,0.0026821094
-130.151788,0.0063208938,0.0026692145
-130.120925,0.0063465894,0.0026806055
-130.090062,0.0062949294,0.0026698327
-130.059199,0.006337762,0.0026883609
-130.028336,0.006408006,0.0027148745
-129.997473,0.006342335,0.0027056413
-129.96661,0.006226359,0.0026808856
